wage	educ	exper	race	smsa	ne	mw	so	we	pt
2373	807.22	18	17	0	1	1	0	0	0	0
4874	356.13	15	4	0	1	1	0	0	0	0
1154	712.25	17	45	0	1	1	0	0	0	0
22597	296.77	8	32	0	0	0	0	0	1	0
1846	617.28	14	6	0	1	1	0	0	0	0
20396	361.34	16	8	0	0	0	0	1	0	0
14845	759.73	8	45	0	0	0	0	1	0	0
5176	1020.89	18	6	0	1	1	0	0	0	0
331	233.99	12	1	0	1	1	0	0	0	0
6805	973.41	14	26	0	1	0	1	0	0	0
9835	1139.6	18	9	0	1	0	1	0	0	0
7037	1471.98	18	27	0	1	0	1	0	0	0
12703	96.23	13	2	0	1	0	1	0	0	1
24807	2207.98	17	25	0	1	0	0	0	1	0
22131	712.25	15	16	0	0	0	0	0	1	0
21038	379.87	9	12	0	1	0	0	1	0	0
10362	617.28	15	40	0	1	0	1	0	0	0
9227	664.77	12	9	0	1	0	1	0	0	0
15155	290.49	10	4	0	1	0	0	1	0	1
6201	593.54	12	12	0	0	1	0	0	0	0
26912	1103.99	13	13	0	1	0	0	0	1	0
1389	933.71	17	8	0	1	1	0	0	0	0
3050	593.54	12	40	0	1	1	0	0	0	0
6436	303.7	12	42	0	1	1	0	0	0	1
10130	364.67	12	5	0	0	0	1	0	0	0
15836	215.06	12	22	0	0	0	0	1	0	0
25973	979.6	18	9	0	1	0	0	0	1	0
24064	878.44	16	15	0	0	0	0	0	1	0
1997	664.77	18	13	1	1	1	0	0	0	0
8462	949.67	12	7	0	1	0	1	0	0	0
5523	498.58	12	31	0	1	1	0	0	0	0
4810	949.67	12	28	0	1	1	0	0	0	0
22293	189.93	13	22	0	0	0	0	0	1	0
7884	783.48	14	26	0	1	0	1	0	0	0
16450	902.18	16	20	0	1	0	0	1	0	0
16272	486.7	12	21	0	1	0	0	1	0	0
18880	759.73	12	42	0	1	0	0	1	0	0
4576	899.81	12	12	0	1	1	0	0	0	0
12673	546.06	12	5	0	1	0	1	0	0	0
27088	1139.6	16	7	0	1	0	0	0	1	0
23246	96.3	12	7	0	1	0	0	0	1	0
23186	712.25	16	15	0	1	0	0	0	1	0
25818	1424.5	18	27	0	1	0	0	0	1	0
10117	731.24	12	19	0	0	0	1	0	0	0
767	366.26	13	22	0	1	1	0	0	0	0
21135	123.46	17	4	0	1	0	0	1	0	0
25815	1068.38	16	26	0	1	0	0	0	1	0
13853	1689.22	18	27	0	1	0	0	1	0	0
2503	997.15	10	43	0	1	1	0	0	0	0
1311	664.77	12	17	0	1	1	0	0	0	0
25704	296.77	10	5	0	1	0	0	0	1	0
24414	534.19	11	19	0	0	0	0	0	1	0
20749	902.18	16	7	0	1	0	0	1	0	0
13710	735.99	18	10	0	1	0	0	1	0	0
18781	115.74	12	34	0	0	0	0	1	0	1
11973	664.77	18	13	0	0	0	1	0	0	0
26259	712.25	12	37	0	1	0	0	0	1	0
2436	1187.08	16	8	0	1	1	0	0	0	0
21382	189.93	12	3	0	1	0	0	1	0	0
5386	783.48	15	8	0	1	1	0	0	0	0
4194	1271.96	12	29	0	1	1	0	0	0	0
2453	434.16	8	39	0	1	1	0	0	0	0
22044	227.92	12	11	1	0	0	0	1	0	0
27783	189.93	12	37	0	1	0	0	0	1	0
8461	474.83	12	39	0	1	0	1	0	0	0
24729	854.7	12	13	0	0	0	0	0	1	0
15136	332.38	12	4	0	1	0	0	1	0	0
28140	712.25	18	24	0	0	0	0	0	1	0
27416	308.64	12	4	0	1	0	0	0	1	0
2151	569.8	12	19	0	1	1	0	0	0	0
23359	261.16	12	13	0	1	0	0	0	1	0
7462	675.93	7	42	1	1	0	1	0	0	0
900	546.06	15	2	0	1	1	0	0	0	0
2341	320.99	12	6	0	0	1	0	0	0	0
19737	712.25	10	18	0	1	0	0	1	0	0
26025	522.32	12	44	0	1	0	0	0	1	0
27735	869.81	12	16	0	0	0	0	0	1	0
2141	623.77	12	46	0	1	1	0	0	0	0
20404	237.42	13	7	0	0	0	0	1	0	0
18508	605.53	4	55	0	1	0	0	1	0	0
6146	102.88	12	47	0	0	1	0	0	0	1
7681	800.74	14	11	0	0	0	1	0	0	0
13906	385.19	18	7	0	1	0	0	1	0	1
21209	735.99	16	3	0	1	0	0	1	0	0
8038	783.48	16	9	0	1	0	1	0	0	0
7202	688.51	12	16	0	1	0	1	0	0	0
19642	370.37	12	23	0	0	0	0	1	0	0
7200	370.37	12	7	1	1	0	1	0	0	0
7397	493.83	8	33	0	1	0	1	0	0	0
26258	259.26	7	17	0	1	0	0	0	1	0
12273	411.52	18	6	0	0	0	1	0	0	0
9921	161.12	8	52	0	1	0	1	0	0	1
7774	712.25	12	30	0	1	0	1	0	0	0
11160	432.31	12	12	0	1	0	1	0	0	0
15169	427.35	12	6	0	1	0	0	1	0	0
26979	902.18	14	12	0	1	0	0	0	1	0
2739	356.13	12	30	0	1	1	0	0	0	0
23168	261.16	12	8	0	1	0	0	0	1	0
27601	474.83	12	5	0	1	0	0	0	1	0
14238	664.77	18	6	0	1	0	0	1	0	0
9507	750.42	15	14	0	1	0	1	0	0	0
25869	1187.08	12	18	0	1	0	0	0	1	0
24301	569.8	13	9	0	1	0	0	0	1	0
15322	973.41	15	35	0	1	0	0	1	0	0
5186	1495.73	14	30	0	1	1	0	0	0	0
10788	819.09	16	8	0	1	0	1	0	0	0
25630	902.18	14	14	0	1	0	0	0	1	0
23400	118.71	15	11	0	1	0	0	0	1	1
5398	588.21	12	7	0	1	1	0	0	0	0
23739	231.48	12	32	0	0	0	0	0	1	0
21587	830.96	17	4	0	1	0	0	1	0	0
17911	515.19	16	22	0	1	0	0	1	0	0
18311	759.73	12	13	0	0	0	0	1	0	0
574	510.45	15	19	0	1	1	0	0	0	0
694	759.73	16	33	0	0	1	0	0	0	0
5444	54.01	12	0	0	1	1	0	0	0	1
23627	148.15	6	11	0	0	0	0	0	1	0
10738	102.88	12	0	0	1	0	1	0	0	1
26011	86.13	12	0	0	1	0	0	0	1	1
25476	498.58	14	9	1	1	0	0	0	1	0
16563	664.77	13	32	0	1	0	0	1	0	0
17498	679.01	13	20	0	1	0	0	1	0	0
15230	274.35	12	9	0	1	0	0	1	0	0
4878	1068.38	16	38	0	1	1	0	0	0	0
14623	459.94	11	16	0	0	0	0	1	0	0
16934	356.13	13	30	0	1	0	0	1	0	0
1136	1424.5	16	19	0	1	1	0	0	0	0
5437	949.67	18	27	0	1	1	0	0	0	0
16074	455.65	14	8	0	0	0	0	1	0	0
8235	85.66	13	0	1	1	0	1	0	0	1
4994	329.22	15	-1	0	1	1	0	0	0	0
3265	1329.53	15	10	0	1	1	0	0	0	0
7596	2374.15	18	30	0	0	0	1	0	0	0
7007	522.32	12	7	0	1	0	1	0	0	0
8467	949.67	11	43	0	1	0	1	0	0	0
8392	958.62	12	30	0	1	0	1	0	0	0
3558	66.48	12	52	0	1	1	0	0	0	1
16239	1266.22	16	6	0	1	0	0	1	0	0
10486	123.46	12	43	0	1	0	1	0	0	0
15378	759.73	11	20	0	1	0	0	1	0	0
17885	356.13	14	35	1	1	0	0	1	0	0
27881	854.7	12	23	0	1	0	0	0	1	0
20159	688.51	15	29	0	1	0	0	1	0	0
27692	53.83	12	1	1	1	0	0	0	1	0
9106	333.33	12	7	0	0	0	1	0	0	0
28073	1068.38	18	23	0	0	0	0	0	1	0
60	752.54	14	29	0	1	1	0	0	0	0
4789	1056.51	16	19	0	1	1	0	0	0	0
13387	522.32	14	14	0	1	0	0	1	0	0
15606	148.15	15	-1	0	1	0	0	1	0	0
14256	1132.48	18	4	0	1	0	0	1	0	0
12981	1210.83	16	21	0	1	0	1	0	0	0
16651	284.9	12	2	0	1	0	0	1	0	0
22810	142.45	13	0	0	0	0	0	0	1	0
8364	740.74	12	35	0	1	0	1	0	0	0
16726	324.89	8	38	1	0	0	0	1	0	0
9722	740.74	14	9	0	1	0	1	0	0	0
7785	252.06	11	1	0	1	0	1	0	0	0
16863	875.69	12	8	0	1	0	0	1	0	0
25107	119.9	14	5	0	1	0	0	0	1	1
19709	621.31	13	17	0	0	0	0	1	0	0
12324	91.62	12	5	0	0	0	1	0	0	0
13094	498.58	18	7	0	1	0	1	0	0	0
9978	783.48	12	33	0	1	0	1	0	0	0
1159	2057.61	16	27	0	1	1	0	0	0	0
7513	759.73	12	20	0	1	0	1	0	0	0
9812	274.35	18	1	0	1	0	1	0	0	0
4450	2374.15	18	19	0	1	1	0	0	0	0
11465	451.09	12	5	0	0	0	1	0	0	0
17925	740.74	12	12	0	1	0	0	1	0	0
19460	929.84	16	23	0	1	0	0	1	0	0
17107	347.22	12	10	0	1	0	0	1	0	0
4434	498.58	12	20	1	1	1	0	0	0	0
24038	352.73	10	24	0	1	0	0	0	1	0
20519	1448.24	16	7	0	1	0	0	1	0	0
8414	451.09	16	32	0	1	0	1	0	0	0
5557	525.43	10	43	0	1	1	0	0	0	0
20308	213.68	12	11	0	1	0	0	1	0	0
8440	64.98	12	1	0	1	0	1	0	0	1
3657	689.96	12	28	0	1	1	0	0	0	0
23368	498.58	15	10	0	1	0	0	0	1	0
21611	189.93	2	12	0	1	0	0	1	0	0
8206	58.1	14	5	0	1	0	1	0	0	1
15859	474.83	12	9	0	1	0	0	1	0	0
17823	249.85	12	3	0	1	0	0	1	0	0
25377	253.24	12	1	0	0	0	0	0	1	1
13585	976.97	17	13	0	0	0	0	1	0	0
4728	51.44	16	-1	0	1	1	0	0	0	1
21943	949.67	12	13	0	1	0	0	1	0	0
10862	818.11	12	11	0	1	0	1	0	0	0
14237	157.02	14	-1	1	1	0	0	1	0	1
25532	712.25	16	6	1	1	0	0	0	1	0
8839	420.88	13	28	0	0	0	1	0	0	0
6389	528.37	11	43	0	1	1	0	0	0	0
6600	320.99	12	1	0	1	0	1	0	0	0
11135	92.59	12	2	0	0	0	1	0	0	0
9143	125.85	8	18	0	0	0	1	0	0	0
12585	451.09	16	14	0	0	0	1	0	0	0
18558	284.9	16	2	0	1	0	0	1	0	0
969	2374.15	18	16	0	1	1	0	0	0	0
4708	205.76	12	3	0	1	1	0	0	0	0
25553	284.9	10	10	0	1	0	0	0	1	0
16444	530.06	12	45	0	1	0	0	1	0	1
16616	370.37	12	16	0	1	0	0	1	0	0
27521	1975.31	18	29	0	1	0	0	0	1	0
23105	1899.34	18	17	0	1	0	0	0	1	0
20555	1020.89	14	10	0	1	0	0	1	0	0
8321	830.96	16	20	0	1	0	1	0	0	0
12740	474.83	16	7	0	1	0	1	0	0	0
3385	765.43	12	40	0	1	1	0	0	0	0
26329	370.37	16	5	0	1	0	0	0	1	0
7105	590.08	12	6	0	1	0	1	0	0	0
6895	1068.38	18	24	0	1	0	1	0	0	0
23825	565.84	18	35	0	1	0	0	0	1	1
6073	94.97	12	7	0	1	1	0	0	0	0
6855	807.22	12	22	0	1	0	1	0	0	0
9099	379.87	12	10	0	0	0	1	0	0	0
27883	2292.77	13	-1	0	1	0	0	0	1	0
25598	237.42	12	3	0	1	0	0	0	1	0
11361	971.89	12	18	0	1	0	1	0	0	0
10626	878.44	18	20	0	1	0	1	0	0	0
20621	790.12	14	12	0	1	0	0	1	0	0
24126	154.32	12	45	0	1	0	0	0	1	0
18732	231.48	12	26	0	0	0	0	1	0	0
10042	498.58	15	6	0	1	0	1	0	0	0
22182	412.77	9	11	0	1	0	0	0	1	0
144	617.28	12	20	0	0	1	0	0	0	0
15040	763.3	18	13	0	1	0	0	1	0	0
979	830.96	16	13	0	1	1	0	0	0	0
20217	783.48	16	13	0	1	0	0	1	0	0
5668	720.61	16	19	0	1	1	0	0	0	0
8097	222.22	2	35	0	1	0	1	0	0	0
15823	1424.5	16	35	0	0	0	0	1	0	0
6759	688.51	12	24	0	1	0	1	0	0	0
18376	641.03	12	7	0	1	0	0	1	0	0
17630	592.59	11	10	0	1	0	0	1	0	0
12830	527.07	18	11	0	0	0	1	0	0	0
17938	1377.02	16	24	0	1	0	0	1	0	0
20113	282.47	10	4	0	0	0	0	1	0	0
11624	427.35	12	3	0	1	0	1	0	0	1
198	189.93	12	16	0	0	1	0	0	0	0
14970	759.73	12	13	0	1	0	0	1	0	0
798	498.58	12	16	0	0	1	0	0	0	0
6083	410.73	11	12	0	1	1	0	0	0	0
6995	284.9	12	8	0	1	0	1	0	0	0
26839	899.02	12	10	0	1	0	0	0	1	0
7180	546.06	12	17	0	1	0	1	0	0	0
2799	783.48	14	19	0	1	1	0	0	0	0
18268	688.51	13	19	0	1	0	0	1	0	0
8408	405.64	13	11	0	1	0	1	0	0	0
25047	593.54	0	56	0	1	0	0	0	1	0
9563	902.18	12	30	0	1	0	1	0	0	0
6783	1519.47	16	10	0	1	0	1	0	0	0
6440	123.46	12	45	0	1	1	0	0	0	1
5808	759.73	12	37	0	1	1	0	0	0	0
691	379.87	16	13	0	0	1	0	0	0	0
24057	166.19	14	47	0	0	0	0	0	1	0
20036	830.96	18	31	0	1	0	0	1	0	0
21618	246.91	6	9	0	1	0	0	1	0	1
14484	411.52	14	39	0	1	0	0	1	0	0
4003	759.73	14	22	0	1	1	0	0	0	0
11924	396.79	12	22	0	0	0	1	0	0	0
20469	166.19	16	2	0	1	0	0	1	0	0
20933	406.33	14	11	1	1	0	0	1	0	0
15884	379.87	11	12	0	0	0	0	1	0	0
881	997.15	18	19	0	1	1	0	0	0	0
12749	207.74	10	3	0	0	0	1	0	0	0
6056	130.58	14	2	0	1	1	0	0	0	1
11703	1092.32	12	17	0	1	0	1	0	0	0
22442	365.62	12	12	0	0	0	0	0	1	0
26119	1187.08	16	12	0	1	0	0	0	1	0
13968	1187.08	18	17	0	0	0	0	1	0	0
5228	451.09	10	34	0	1	1	0	0	0	0
3270	546.06	14	3	0	1	1	0	0	0	0
5286	973.41	14	27	0	1	1	0	0	0	0
16626	415.48	11	31	0	1	0	0	1	0	0
23631	382.98	12	27	0	1	0	0	0	1	0
19078	451.09	12	18	0	0	0	0	1	0	0
25406	183.6	15	5	0	1	0	0	0	1	0
8497	379.87	13	31	0	1	0	1	0	0	0
28050	1377.02	16	32	0	1	0	0	0	1	0
11972	77.16	12	28	0	0	0	1	0	0	0
27070	680.27	12	16	0	1	0	0	0	1	0
15053	2374.15	16	22	0	1	0	0	1	0	0
19203	189.93	5	24	1	0	0	0	1	0	0
17905	284.9	10	28	0	0	0	0	1	0	0
7460	129.18	12	13	0	0	0	1	0	0	0
428	759.73	14	29	0	1	1	0	0	0	0
520	517.19	12	26	0	1	1	0	0	0	0
22986	781.1	16	11	0	0	0	0	0	1	0
17882	2393.55	7	19	0	1	0	0	1	0	1
4875	2374.15	12	26	0	1	1	0	0	0	0
16781	261.16	12	25	1	0	0	0	1	0	0
3063	830.96	12	40	0	1	1	0	0	0	0
16534	308.64	10	45	0	0	0	0	1	0	0
12408	178.6	16	0	0	0	0	1	0	0	1
20401	281.48	13	15	0	0	0	0	1	0	0
14601	641.03	16	4	0	1	0	0	1	0	0
7993	158.72	9	8	0	1	0	1	0	0	0
956	712.25	18	16	0	1	1	0	0	0	0
3889	296.3	18	19	0	1	1	0	0	0	0
22759	728.87	18	21	0	1	0	0	0	1	0
8999	132.1	11	14	1	1	0	1	0	0	0
1307	701.23	14	37	0	1	1	0	0	0	0
13591	222.22	9	24	0	0	0	0	1	0	0
7228	78.35	12	3	0	1	0	1	0	0	1
11663	332.38	10	9	0	1	0	1	0	0	0
1478	569.8	11	18	0	0	1	0	0	0	0
9668	130.58	17	-1	0	1	0	1	0	0	1
16375	891.47	12	47	0	1	0	0	1	0	0
5763	735.99	12	15	0	1	1	0	0	0	0
6188	427.35	8	48	0	1	1	0	0	0	0
21096	245.63	12	10	0	1	0	0	1	0	0
606	90.22	12	43	0	0	1	0	0	0	0
15222	546.06	12	39	0	1	0	0	1	0	0
20536	356.13	12	11	0	1	0	0	1	0	0
6113	385.09	13	13	0	1	1	0	0	0	0
23938	474.83	12	17	0	1	0	0	0	1	0
9690	1780.63	16	38	0	1	0	1	0	0	0
16173	118.71	13	10	1	1	0	0	1	0	0
12323	580.97	12	43	0	0	0	1	0	0	0
13197	494.78	18	38	0	0	0	1	0	0	0
20826	961.54	16	30	0	1	0	0	1	0	0
1011	688.51	10	16	0	1	1	0	0	0	0
1400	807.22	16	15	0	0	1	0	0	0	0
19615	712.25	7	38	0	1	0	0	1	0	0
15406	332.38	15	10	1	1	0	0	1	0	0
10918	468.09	16	18	0	1	0	1	0	0	0
24255	584	16	15	0	1	0	0	0	1	0
3639	427.35	13	4	0	1	1	0	0	0	0
5906	185.19	18	25	0	1	1	0	0	0	0
14914	712.25	12	10	0	1	0	0	1	0	0
