"","x"
"5374",0.965
"5375",1.329
"5376",1.258
"5377",0.344
"5378",0.736
"5379",0.803
"5380",0.999
"5381",1.013
"5382",0.75
"5383",0.902
"5384",0.491
"5385",1.126
"5386",1.194
"5387",1.043
"5388",1.101
"5389",0.711
"5390",1.142
"5391",0.558
"5392",0.668
"5393",0.872
"5394",0.934
"5395",0.83
"5396",1.051
"5397",1.048
"5398",1.003
"5399",0.487
"5400",1.007
"5401",0.94
"5402",0.897
"5403",1.191
"5404",0.817
"5405",1.122
"5406",1.234
"5407",0.858
"5408",1.062
"5409",1.19
"5410",1.014
"5411",0.92
"5412",0.956
"5413",0.781
"5414",1.205
"5415",1.296
"5416",0.937
"5417",1.129
"5418",0.574
"5419",1.045
"5420",1.396
"5421",1.168
"5422",1.174
"5423",1.316
"5424",1.058
"5425",1.045
"5426",0.755
"5427",0.939
"5428",0.766
"5429",1.139
"5430",1.235
"5431",0.927
"5432",0.965
"5433",1.235
"5434",0.922
"5435",0.623
"5436",1.115
"5437",0.971
"5438",1.054
"5439",0.224
"5440",0.798
"5441",0.275
"5442",1.07
"5443",0.308
"5444",0.889
"5445",0.942
"5446",0.983
"5447",1.12
"5448",1.05
"5449",1.089
"5450",0.629
"5451",1.089
"5452",1.089
"5453",1.362
"5454",1.301
"5455",1.048
"5456",1.361
"5457",1.137
"5458",0.916
"5459",1.097
"5460",1.106
"5461",1.107
"5462",1.157
"5463",0.904
"5464",0.628
"5465",0.403
"5466",0.915
"5467",0.346
"5468",1.265
"5469",0.907
"5470",0.868
"5471",0.868
"5472",1.011
"5473",0.855
"5474",0.778
"5475",0.975
"5476",1.035
"5477",1.085
"5478",0.965
"5479",1.075
"5480",0.734
"5481",0.846
"5482",0.395
"5483",1.05
"5484",1.113
"5485",1.113
"5486",1.094
"5487",0.889
"5488",0.49
"5489",0.743
"5490",0.791
"5491",0.757
"5492",1.009
"5493",0.465
"5494",0.908
"5495",0.807
"5496",0.6
"5497",0.43
"5498",0.922
"5499",0.952
"5500",1.098
"5501",1.335
"5502",0.915
"5503",1.034
"5504",1.058
"5505",0.967
"5506",0.846
"5507",1.054
"5508",0.804
"5509",0.619
"5510",0.504
"5511",0.749
"5512",1.179
"5513",1.305
"5514",1.251
"5515",0.56
"5516",0.885
"5517",1.116
"5518",0.515
"5519",0.132
"5520",1.09
"5521",1.374
"5522",1.16
"5523",1.066
"5524",1.259
"5525",1.275
"5526",0.524
"5527",1.272
"5528",1.114
"5529",0.949
"5530",1
"5531",0.702
"5532",1.044
"5533",0.972
"5534",1.124
"5535",0.825
"5536",0.922
"5537",1.056
"5538",0.763
"5539",0.736
"5540",0.893
"5541",1.068
"5542",1.242
"5543",1.142
"5544",0.801
"5545",0.667
"5546",0.247
"5547",0.691
"5548",1.117
"5549",1.277
"5550",1.092
"5551",1.579
"5552",1.221
"5553",1.093
"5554",1.406
"5555",1.414
"5556",1.061
"5557",1.087
"5558",0.806
"5559",1.066
"5560",0.568
"5561",0.976
"5562",1.174
"5563",1.24
"5564",1.177
"5565",1.186
"5566",0.243
"5567",0.915
"5568",1.12
"5569",1.15
"5570",1.143
"5571",1.173
"5572",1.075
"5573",1.202
"5574",1.3
"5575",0.911
"5576",1.062
"5577",1.031
"5578",0.982
"5579",0.572
"5580",1.113
"5581",1.412
"5582",1.086
"5583",1.088
"5584",1.127
"5585",1.244
"5586",1.041
"5587",1.09
"5588",0.929
"5589",0.805
"5590",0.733
"5591",0.363
"5592",1.157
"5593",0.972
"5594",1.213
"5595",1.199
"5596",0.773
"5597",0.771
"5598",1.251
"5599",1.165
"5600",1.027
"5601",1.033
"5602",1.067
"5603",0.761
"5604",0.623
"5605",0.982
"5606",0.69
"5607",0.767
"5608",0.752
"5609",0.299
"5610",1.038
"5611",0.984
"5612",1.021
"5613",0.945
"5614",0.971
"5615",1.057
"5616",0.682
"5617",0.74
"5618",0.945
"5619",0.94
"5620",0.947
"5621",1.253
"5622",0.953
"5623",0.484
"5624",0.722
"5625",0.997
"5626",1.152
"5627",1.086
"5628",1.233
"5629",1.024
"5630",1.132
"5631",1.328
"5632",1.187
"5633",0.536
"5634",1.052
"5635",0.888
"5636",1.061
"5637",0.494
"5638",0.721
"5639",0.981
"5640",0.935
"5641",1.093
"5642",0.564
"5643",0.8
"5644",0.889
"5645",0.935
"5646",0.767
"5647",1.059
"5648",0.999
"5649",0.95
"5650",0.961
"5651",1.009
"5652",1.045
"5653",1.031
"5654",0.782
"5655",0.486
"5656",0.178
"5657",0.989
"5658",0.805
"5659",0.6
"5660",0.961
"5661",1.195
"5662",1.215
"5663",1.344
"5664",1.099
"5665",0.367
"5666",1.008
"5667",1.073
"5668",1.116
"5669",1.116
"5670",1.07
"5671",1.22
"5672",1.17
"5673",1.007
"5674",0.415
"5675",0.841
"5676",0.967
"5677",0.471
"5678",0.457
"5679",0.964
"5680",1.158
"5681",1.254
"5682",1.293
"5683",1.109
"5684",0.987
"5685",0.406
"5686",1.052
"5687",1.022
"5688",0.493
"5689",1.133
"5690",1.283
"5691",1.055
"5692",1.033
"5693",0.944
"5694",0.698
"5695",0.355
"5696",1.158
"5697",0.984
"5698",0.926
"5699",0.789
"5700",0.568
"5701",0.958
"5702",0.471
"5703",1.089
"5704",0.941
"5705",0.789
"5706",0.894
"5707",1.064
"5708",0.947
"5709",1.101
"5710",0.837
"5711",0.998
"5712",0.945
"5713",0.784
"5714",1.043
"5715",1.385
"5716",1.349
"5717",1.02
"5718",0.898
"5719",0.93
"5720",0.686
"5721",0.966
"5722",0.886
"5723",0.488
"5724",1
"5725",1.091
"5726",0.957
"5727",1.173
"5728",1.014
"5729",1.066
"5730",0.746
"5731",0.709
"5732",1.011
"5733",1.086
"5734",1.014
"5735",0.165
"5736",1.282
"5737",1.139
"5738",1.006
"5739",1.116
"5740",1.142
"5741",1.331
"5742",0.899
"5743",1.052
"5744",1.213
"5745",1.263
"5746",1.069
"5747",0.92
"5748",1.346
"5749",1.318
"5750",1.204
"5751",1.219
"5752",0.769
"5753",1.127
"5754",1.042
"5755",1.225
"5756",1.435
"5757",0.852
"5758",1.208
"5759",1.148
"5760",1.57
"5761",1.246
"5762",1.406
"5763",0.528
"5764",0.979
"5765",0.996
"5766",1.07
"5767",1.152
"5768",1.294
"5769",1.18
"5770",1.118
"5771",1.117
"5772",0.884
"5773",1.003
"5774",0.938
"5775",1.148
"5776",1.209
"5777",1.11
"5778",0.698
"5779",1.002
"5780",1.046
"5781",0.939
"5782",0.503
"5783",1.066
"5784",0.971
"5785",0.662
"5786",1.093
"5787",1.134
"5788",0.855
"5789",1.112
"5790",1.115
"5791",1.016
"5792",0.666
"5793",1.037
"5794",1.385
"5795",1.116
"5796",1.146
"5797",0.934
"5798",1.208
"5799",0.555
"5800",0.366
"5801",1.073
"5802",1.049
"5803",1.092
"5804",1.01
"5805",0.778
"5806",0.37
"5807",0.84
"5808",0.944
"5809",0.777
"5810",1.197
"5811",1.155
"5812",1.164
"5813",1.232
"5814",1.179
"5815",1.18
"5816",0.875
"5817",1.223
"5818",1.183
"5819",0.92
"5820",0.969
"5821",0.81
"5822",1.116
"5823",1.33
"5824",1.212
"5825",1.15
"5826",1.236
"5827",1.116
"5828",1.191
"5829",1.259
"5830",1.035
"5831",1.027
"5832",0.911
"5833",1.255
"5834",1.212
"5835",1.436
"5836",1.29
"5837",1.43
"5838",0.835
"5839",1.295
"5840",1.72
"5841",1.36
"5842",0.352
"5843",0.724
"5844",1.319
"5845",1.315
"5846",1.591
"5847",1.503
"5848",1.122
"5849",1.552
"5850",1.454
"5851",1.231
"5852",0.59
"5853",0.995
"5854",1.467
"5855",1.295
"5856",1.197
"5857",0.844
"5858",1.324
"5859",0.999
"5860",1.076
"5861",0.824
"5862",0.949
"5863",1.081
"5864",0.937
"5865",0.529
"5866",1.021
"5867",0.957
"5868",1.092
"5869",0.596
"5870",0.735
"5871",0.598
"5872",0.891
"5873",1.178
"5874",1.249
"5875",1.211
"5876",1.008
"5877",1.09
"5878",1.407
"5879",1.294
"5880",1.423
"5881",1.313
"5882",1.341
"5883",1.423
"5884",1.397
"5885",1.379
"5886",1.219
"5887",1.234
"5888",0.822
"5889",0.847
"5890",1.097
"5891",1.344
"5892",1.388
"5893",1.001
"5894",1.025
"5895",1.181
"5896",0.62
"5897",1.047
"5898",1.112
"5899",0.957
"5900",1.034
"5901",1.284
"5902",1.276
"5903",1.313
"5904",1.102
"5905",1.106
"5906",1.132
"5907",1.249
"5908",1.154
"5909",1.34
"5910",0.741
"5911",1.184
"5912",0.908
"5913",1.244
"5914",1.344
"5915",1.328
"5916",0.725
"5917",1.126
"5918",0.831
"5919",0.774
"5920",0.882
"5921",0.071
"5922",1.091
"5923",1.101
"5924",1.075
"5925",1.088
"5926",1.119
"5927",1.158
"5928",1.011
"5929",1.016
"5930",1.129
"5931",0.664
"5932",0.849
"5933",1.063
"5934",1.171
"5935",1.304
"5936",1.108
"5937",1.258
"5938",1.367
"5939",0.386
"5940",1.13
"5941",1.048
"5942",1.229
"5943",1.238
"5944",1.35
"5945",1.423
"5946",1.168
"5947",1.117
"5948",1.177
"5949",1.247
"5950",0.944
"5951",1.161
"5952",0.272
"5953",1.212
"5954",0.92
"5955",0.733
"5956",1.035
"5957",1.109
"5958",1.066
"5959",1.102
"5960",0.919
"5961",1.09
"5962",1.152
"5963",0.92
"5964",1.04
"5965",1.186
"5966",0.58
"5967",0.232
"5968",0.463
"5969",1.225
"5970",1.113
"5971",1.192
"5972",1.207
"5973",1.012
"5974",0.736
"5975",0.922
"5976",1.028
"5977",0.392
"5978",1.026
"5979",1.393
"5980",1.157
"5981",1.031
"5982",0.884
"5983",1.153
"5984",1.107
"5985",0.794
"5986",1.105
"5987",1.293
"5988",1.481
"5989",1.296
"5990",0.986
"5991",1.206
"5992",0.398
"5993",0.976
"5994",0.968
"5995",0.669
"5996",0.578
"5997",1.004
"5998",1.067
"5999",1.175
"6000",1.336
"6001",1.265
"6002",1.131
"6003",1.201
"6004",1.46
"6005",1.448
"6006",1.12
"6007",1.256
"6008",0.539
"6009",1.069
"6010",1.204
"6011",1.182
"6012",1.186
"6013",1.122
"6014",1.156
"6015",0.477
"6016",0.107
"6017",0.291
"6018",0.706
"6019",1.147
"6020",1.059
"6021",0.48
"6022",0.978
"6023",0.998
"6024",0.899
"6025",1.2
"6026",1.248
"6027",1.445
"6028",1.524
"6029",1.268
"6030",0.629
"6031",1.35
"6032",0.39
"6033",1.21
"6034",1.293
"6035",1.358
"6036",1.55
"6037",1.675
"6038",0.314
"6039",1.403
"6040",1.46
"6041",1.298
"6042",1.447
"6043",0.612
"6044",1.232
"6045",0.801
"6046",1.088
"6047",0.814
"6048",1.145
"6049",1.096
"6050",1.246
"6051",1.297
"6052",1.371
"6053",1.236
"6054",0.643
"6055",1.134
"6056",1.086
"6057",0.534
"6058",1.106
"6059",1.136
"6060",1.026
"6061",1.094
"6062",1.158
"6063",1.018
"6064",0.751
"6065",0.886
"6066",0.551
"6067",1.119
"6068",0.432
"6069",1.15
"6070",0.741
"6071",0.975
"6072",0.438
"6073",1.171
"6074",0.951
"6075",1.171
"6076",0.805
"6077",1.189
"6078",1.21
"6079",1.214
"6080",1.235
"6081",1.275
"6082",1.396
"6083",1.006
"6084",0.514
"6085",0.952
"6086",0.76
"6087",0.766
"6088",0.438
"6089",1.19
"6090",1.431
"6091",1.322
"6092",1.279
"6093",1.333
"6094",1.101
"6095",1.012
"6096",0.943
"6097",1.412
"6098",1.185
"6099",0.959
"6100",1.05
"6101",0.375
"6102",0.746
"6103",1.246
"6104",1.125
"6105",1.152
"6106",1.224
"6107",1.022
"6108",1.017
"6109",1.039
"6110",0.098
"6111",1.354
"6112",1.318
"6113",1.011
"6114",1.218
"6115",1.204
"6116",1.182
"6117",1.19
"6118",1.045
"6119",0.663
"6120",1.094
"6121",1.199
"6122",1.293
"6123",1.082
"6124",0.741
"6125",1.38
"6126",1.263
"6127",1.209
"6128",1.148
"6129",1.343
"6130",1.295
"6131",1.264
"6132",0.84
"6133",1.33
"6134",1.076
"6135",1.266
"6136",1.22
"6137",1.157
"6138",1.044
"6139",1.371
"6140",1.146
"6141",1.194
"6142",1.335
"6143",1.218
"6144",0.772
"6145",1.085
"6146",0.672
"6147",1.013
"6148",0.495
"6149",1.434
"6150",1.424
"6151",0.626
"6152",0.424
"6153",0.721
"6154",1.018
"6155",1.227
"6156",1.092
"6157",1.495
"6158",1.585
"6159",1.209
"6160",1.272
"6161",1.118
"6162",1.198
"6163",0.812
"6164",1.367
"6165",0.969
"6166",0.93
"6167",1.158
"6168",1.15
"6169",0.718
"6170",0.899
"6171",1.011
"6172",1.055
"6173",0.651
"6174",1.048
"6175",0.685
"6176",0.972
"6177",0.69
"6178",1.109
"6179",0.612
"6180",0.945
"6181",1.294
"6182",1.117
"6183",1.477
"6184",1.275
"6185",1.365
"6186",1.432
"6187",1.481
"6188",1.577
"6189",1.234
"6190",1.026
"6191",1.005
"6192",1.542
"6193",1.342
"6194",1.658
"6195",1.305
"6196",1.157
"6197",1.023
"6198",0.547
"6199",1.149
"6200",1.464
"6201",1.048
"6202",1.065
"6203",0.995
"6204",1.319
"6205",1.507
"6206",1.268
"6207",1.535
"6208",0.9
"6209",0.754
"6210",1.033
"6211",0.954
"6212",0.992
"6213",1.293
"6214",1.165
"6215",0.769
"6216",0.863
"6217",1.332
"6218",1.21
"6219",1.223
"6220",1.051
"6221",1.032
"6222",1.08
"6223",1.124
"6224",0.873
"6225",1.126
"6226",0.995
"6227",0.759
"6228",1.151
"6229",1.312
"6230",1.153
"6231",1
"6232",1.001
"6233",1.343
"6234",0.849
"6235",0.908
"6236",0.388
"6237",0.077
"6238",1.313
"6239",1.051
"6240",0.957
"6241",1.313
"6242",1.226
"6243",0.92
"6244",0.924
"6245",0.847
"6246",0.965
"6247",0.953
"6248",1.156
"6249",0.923
"6250",1.128
"6251",1.012
"6252",0.843
"6253",1.101
"6254",1.228
"6255",1.216
"6256",0.341
"6257",1.14
"6258",0.989
"6259",0.941
"6260",1.066
"6261",1.356
"6262",0.728
"6263",0.796
"6264",1.065
"6265",1.171
"6266",1.116
"6267",1.315
"6268",1.338
"6269",1.349
"6270",1.22
"6271",0.75
"6272",1.153
"6273",1.219
"6274",1.344
"6275",0.601
"6276",1.209
"6277",1.459
"6278",1.235
"6279",0.822
"6280",0.802
"6281",1.343
"6282",1.594
"6283",1.255
"6284",1.356
"6285",1.249
"6286",1.134
"6287",1.504
"6288",1.254
"6289",1.597
"6290",1.277
"6291",1.324
"6292",1.04
"6293",0.856
"6294",0.888
"6295",0.046
"6296",1.409
"6297",1.26
"6298",1.252
"6299",1.226
"6300",1.509
"6301",1.392
"6302",1.281
"6303",1.225
"6304",1.233
"6305",1.308
"6306",0.161
"6307",0.554
"6308",0.771
"6309",0.565
"6310",0.948
"6311",1.164
"6312",1.252
"6313",0.892
"6314",1.038
"6315",1.159
"6316",1.08
"6317",1.026
"6318",1.178
"6319",1.184
"6320",1.109
"6321",0.854
"6322",0.295
"6323",1.264
"6324",0.554
"6325",0.806
"6326",0.981
"6327",1.01
"6328",1.175
"6329",1.271
"6330",1.292
"6331",1.555
"6332",1.349
"6333",1.19
"6334",0.681
"6335",0.828
"6336",1.289
"6337",0.973
"6338",1.083
"6339",1.419
"6340",1.068
"6341",1.031
"6342",1.037
"6343",1.178
"6344",1.475
"6345",0.704
"6346",1.363
"6347",1.273
"6348",1.151
"6349",1.077
"6350",1.237
"6351",1.378
"6352",1.318
"6353",1.166
"6354",0.919
"6355",1.211
"6356",1.273
"6357",0.981
"6358",1.178
"6359",1.22
"6360",1.073
"6361",1.258
"6362",0.127
"6363",1.042
"6364",0.892
"6365",1.031
"6366",1.21
"6367",1.184
"6368",1.162
"6369",1.327
"6370",0.119
"6371",0.601
"6372",0.797
"6373",1.079
"6374",1.034
"6375",1.075
"6376",1.164
"6377",0.567
"6378",0.65
"6379",0.754
"6380",1.108
"6381",1.041
"6382",1.227
"6383",0.974
"6384",1.057
"6385",1.063
"6386",0.749
"6387",0.249
"6388",0.979
"6389",0.968
"6390",0.923
"6391",0.937
"6392",0.936
"6393",0.913
"6394",1.322
"6395",1.071
"6396",1.245
"6397",1.197
"6398",1.069
"6399",1.264
"6400",1.057
"6401",0.887
"6402",0.973
"6403",0.776
"6404",0.848
"6405",0.79
"6406",1.272
"6407",0.89
"6408",1.073
"6409",1.273
"6410",0.974
"6411",1.106
"6412",1.008
"6413",1.112
"6414",0.976
"6415",0.907
"6416",1.188
"6417",0.548
"6418",1.206
"6419",0.983
"6420",0.815
"6421",0.882
"6422",0.91
"6423",1.137
"6424",1.151
"6425",1.115
"6426",1.001
"6427",0.956
"6428",1.106
"6429",1.251
"6430",1.039
"6431",1.321
"6432",0.744
"6433",1.302
"6434",1.365
"6435",1.117
"6436",1.346
"6437",1.088
"6438",0.589
"6439",1.065
"6440",0.92
"6441",1.042
"6442",0.816
"6443",0.035
"6444",0.884
"6445",1.149
"6446",1.281
"6447",0.525
"6448",0.812
"6449",1.092
"6450",0.196
"6451",1.236
"6452",0.58
"6453",1.194
"6454",1.353
"6455",1.405
"6456",0.791
"6457",1.162
"6458",1.373
"6459",1.238
"6460",1.156
"6461",1.101
"6462",0.9
"6463",0.881
"6464",0.625
"6465",0.781
"6466",0.943
"6467",1.014
"6468",0.858
"6469",0.991
"6470",0.947
"6471",0.935
"6472",0.726
"6473",0.617
"6474",0.785
"6475",0.535
"6476",1.104
"6477",1.006
"6478",0.923
"6479",0.83
"6480",1.005
"6481",1.284
"6482",1.036
"6483",0.988
"6484",1.17
"6485",1.068
"6486",1.038
"6487",0.687
"6488",1.176
"6489",0.842
"6490",1.007
"6491",0.763
"6492",0.796
"6493",1.078
"6494",1.08
"6495",1.093
"6496",1.459
"6497",1.44
"6498",1.058
"6499",1.323
"6500",1.218
"6501",1.023
"6502",0.714
"6503",1.205
"6504",1.172
"6505",1.276
"6506",1.136
"6507",1.027
"6508",0.826
"6509",1.171
"6510",1.16
"6511",1.373
"6512",1.064
"6513",0.934
"6514",0.641
"6515",0.79
"6516",0.793
"6517",0.929
"6518",0.673
"6519",0.524
"6520",0.805
"6521",0.775
"6522",1.138
"6523",1.191
"6524",1.108
"6525",1.043
"6526",0.672
"6527",0.792
"6528",0.899
"6529",0.683
"6530",0.937
"6531",0.995
"6532",0.619
"6533",1.109
"6534",1.174
"6535",1.074
"6536",0.832
"6537",0.446
"6538",1.074
"6539",1.143
"6540",0.885
"6541",1.222
"6542",0.922
"6543",0.637
"6544",0.808
"6545",0.714
"6546",0.697
"6547",0.904
"6548",0.857
"6549",1.257
"6550",1.086
"6551",1.364
"6552",1.157
"6553",1.4
"6554",1.145
"6555",0.134
"6556",1.274
"6557",1.244
"6558",1.255
"6559",1.051
"6560",1.088
"6561",1.325
"6562",1.093
"6563",0.299
"6564",0.171
"6565",1.05
"6566",0.658
"6567",0.505
"6568",0.935
"6569",0.958
"6570",0.299
"6571",0.406
"6572",0.787
"6573",0.702
"6574",0.79
"6575",0.935
"6576",1.078
"6577",1.082
"6578",1.051
"6579",1.093
"6580",0.922
"6581",0.641
"6582",1.017
"6583",1.038
"6584",1.244
"6585",0.852
"6586",1.088
"6587",0.937
"6588",1.097
"6589",0.604
"6590",0.983
"6591",0.752
"6592",0.347
"6593",1.103
"6594",1.271
"6595",0.574
"6596",0.998
"6597",0.531
"6598",1.227
"6599",1.106
"6600",0.95
"6601",1.202
"6602",1.105
"6603",0.733
"6604",0.696
"6605",1.001
"6606",0.996
"6607",0.797
"6608",0.945
"6609",1.054
"6610",1.003
"6611",0.536
"6612",0.571
"6613",0.679
"6614",0.942
"6615",0.845
"6616",0.535
"6617",0.949
"6618",1.084
"6619",1.117
"6620",1.03
"6621",0.767
"6622",1.095
"6623",1.038
"6624",1.052
"6625",0.943
"6626",0.998
"6627",0.79
"6628",0.335
"6629",1.4
"6630",0.902
"6631",0.794
"6632",1.097
"6633",1.088
"6634",1.099
"6635",1.103
"6636",1.157
"6637",1.128
"6638",1.149
"6639",1.107
"6640",0.537
"6641",0.773
"6642",1.222
"6643",1.073
"6644",1.04
"6645",0.394
"6646",0.16
"6647",1.105
"6648",1.116
"6649",0.937
"6650",1.046
"6651",1.216
"6652",0.427
"6653",1.261
"6654",0.932
"6655",1.086
"6656",1.282
"6657",1.112
"6658",1.086
"6659",1.237
"6660",1.044
"6661",0.838
"6662",0.839
"6663",1.088
"6664",1.304
"6665",0.806
"6666",1.037
"6667",1.223
"6668",0.993
"6669",1.251
"6670",0.936
"6671",1.056
"6672",1.308
"6673",1.454
"6674",0.87
"6675",1.54
"6676",1.43
"6677",0.726
"6678",0.266
"6679",0.957
"6680",1.207
"6681",1.164
"6682",0.372
"6683",1.552
"6684",1.257
"6685",0.862
"6686",0.951
"6687",1.206
"6688",1.26
"6689",1.152
"6690",1.175
"6691",1.357
"6692",1.504
"6693",1.18
"6694",1.294
"6695",1.337
"6696",1.201
"6697",1.124
"6698",1.284
"6699",0.86
"6700",0.059
"6701",1.432
"6702",1.332
"6703",1.049
"6704",1.045
"6705",1.527
"6706",1.3
"6707",1.191
"6708",0.602
"6709",1.1
"6710",1.057
"6711",1.229
"6712",1.044
"6713",0.955
"6714",0.935
"6715",0.532
"6716",1.044
"6717",1.108
"6718",0.858
"6719",0.962
"6720",0.737
"6721",0.524
"6722",1.037
"6723",1.13
"6724",1.098
"6725",0.712
"6726",1.156
"6727",1.145
"6728",1.132
"6729",1.376
"6730",0.799
"6731",1.3
"6732",1.079
"6733",1.078
"6734",0.935
"6735",0.869
"6736",1.371
"6737",1.03
"6738",0.885
"6739",0.885
"6740",0.628
"6741",0.275
"6742",0.631
"6743",1.14
"6744",0.69
"6745",0.825
"6746",0.831
"6747",1.042
"6748",1.02
"6749",0.939
"6750",0.943
"6751",0.823
"6752",0.908
"6753",0.874
"6754",0.937
"6755",1.244
"6756",1.087
"6757",1.168
"6758",1.054
"6759",1.11
"6760",1.244
"6761",0.819
"6762",0.772
"6763",0.138
"6764",0.901
"6765",0.997
"6766",1.098
"6767",0.686
"6768",0.785
"6769",0.859
"6770",0.916
"6771",0.968
"6772",1.018
"6773",1.095
"6774",0.843
"6775",0.929
"6776",1.044
"6777",0.823
"6778",0.788
"6779",0.743
"6780",1.127
"6781",1.054
"6782",0.699
"6783",0.901
"6784",0.868
"6785",1.305
"6786",1.271
"6787",1.03
"6788",0.96
"6789",0.713
"6790",0.727
"6791",1.004
"6792",1.163
"6793",1.107
"6794",0.797
"6795",0.472
"6796",0.922
"6797",1.066
"6798",0.882
"6799",1.052
"6800",0.456
"6801",1.176
"6802",0.908
"6803",1.111
"6804",1.408
"6805",0.669
"6806",1.079
"6807",1.134
"6808",1
"6809",0.995
"6810",0.027
"6811",0.569
"6812",1.073
"6813",0.714
"6814",1.009
"6815",0.628
"6816",1.246
"6817",1.202
"6818",0.47
"6819",0.568
"6820",0.797
"6821",1.144
"6822",1.303
"6823",1.444
"6824",0.505
"6825",1.173
"6826",0.276
"6827",1.121
"6828",0.99
"6829",1.361
"6830",1.033
"6831",0.914
"6832",1.152
"6833",1.184
"6834",1.328
"6835",1.161
"6836",1.243
"6837",1.036
"6838",0.927
"6839",1.081
"6840",1.063
"6841",0.905
"6842",0.595
"6843",1.388
"6844",1.571
"6845",1.111
"6846",0.86
"6847",1.234
"6848",0.469
"6849",0.984
"6850",1.328
"6851",0.747
"6852",1.099
"6853",1.287
"6854",1.22
"6855",1.141
"6856",1.054
"6857",1.07
"6858",1.318
"6859",1.517
"6860",1.32
"6861",1.068
"6862",1.097
"6863",1.169
"6864",1.354
"6865",1.284
"6866",0.503
"6867",0.94
"6868",0.106
"6869",0.67
"6870",0.914
"6871",1.214
"6872",1.074
"6873",1.004
"6874",1.039
"6875",1.17
"6876",1.187
"6877",1.317
"6878",1.013
"6879",0.644
"6880",1.046
"6881",1.063
"6882",1.152
"6883",1.327
"6884",0.833
"6885",0.513
"6886",1.229
"6887",0.743
"6888",0.85
"6889",0.99
"6890",0.85
"6891",1.377
"6892",1.221
"6893",1.309
"6894",1.097
"6895",1.163
"6896",1.005
"6897",1.341
"6898",1.433
"6899",1.195
"6900",1.004
"6901",0.804
"6902",1.089
"6903",0.901
"6904",0.722
"6905",0.556
"6906",1.142
"6907",0.845
"6908",0.725
"6909",0.881
"6910",0.88
"6911",0.889
"6912",0.929
"6913",0.924
"6914",0.572
"6915",1.016
"6916",1.051
"6917",0.826
"6918",1.322
"6919",1.098
"6920",0.597
"6921",0.382
"6922",1.074
"6923",0.776
"6924",0.433
"6925",0.162
"6926",0.881
"6927",0.902
"6928",0.875
"6929",0.935
"6930",0.791
"6931",0.589
"6932",0.819
"6933",0.507
"6934",0.922
"6935",0.972
"6936",0.866
"6937",1.029
"6938",1.246
"6939",0.62
"6940",0.904
"6941",1.063
"6942",1.313
"6943",0.967
"6944",0.945
"6945",0.618
"6946",0.978
"6947",1.003
"6948",1.097
"6949",1.006
"6950",1.047
"6951",1.176
"6952",1.232
"6953",0.976
"6954",1.001
"6955",0.981
"6956",0.671
"6957",1.015
"6958",0.057
"6959",1.105
"6960",1.089
"6961",1.122
"6962",0.212
"6963",1.334
"6964",1.169
"6965",1.172
"6966",1.202
"6967",1.351
"6968",0.472
"6969",1.066
"6970",0.556
"6971",1.334
"6972",0.869
"6973",0.752
"6974",1.129
"6975",1.21
"6976",0.943
"6977",0.99
"6978",1.269
"6979",1.025
"6980",0.116
"6981",0.588
"6982",0.261
"6983",1.148
"6984",0.692
"6985",0.597
"6986",0.813
"6987",0.562
"6988",1.138
"6989",1.082
"6990",1.138
"6991",1.148
"6992",1.154
"6993",1.242
"6994",1.43
"6995",1
"6996",0.085
"6997",1.078
"6998",1.062
"6999",0.985
"7000",1.138
"7001",1.258
"7002",0.838
"7003",1.14
"7004",1.177
"7005",1.171
"7006",0.496
"7007",0.926
"7008",1.431
"7009",1.001
"7010",1.146
"7011",0.967
"7012",1.125
"7013",0.879
"7014",0.811
"7015",0.605
"7016",0.993
"7017",1.256
"7018",1.082
"7019",1.117
"7020",0.91
"7021",1.313
"7022",0.971
"7023",0.818
"7024",1.254
"7025",1.115
"7026",0.813
"7027",0.875
"7028",0.976
"7029",1.015
"7030",0.982
"7031",1.209
"7032",1.173
"7033",1.127
"7034",0.824
"7035",1.178
"7036",0.868
"7037",1.018
"7038",1.058
"7039",1.078
"7040",0.914
"7041",1.141
"7042",1.257
"7043",1.28
"7044",0.659
"7045",0.895
"7046",1.081
"7047",1.074
"7048",1.209
"7049",0.394
"7050",0.682
"7051",1.311
"7052",1.145
"7053",1.342
"7054",0.678
"7055",1.047
"7056",0.637
"7057",0.885
"7058",1.041
"7059",0.883
"7060",0.399
"7061",0.915
"7062",1.256
"7063",0.711
"7064",0.793
"7065",1.052
"7066",1.114
"7067",0.883
"7068",0.625
"7069",0.844
"7070",0.874
"7071",0.545
"7072",0.752
"7073",0.686
"7074",0.641
"7075",0.566
"7076",0.881
"7077",0.834
"7078",0.919
"7079",0.535
"7080",1.057
"7081",1.067
"7082",1.053
"7083",1.234
"7084",0.854
"7085",1.191
"7086",1.152
"7087",1.263
"7088",1.282
"7089",1.118
"7090",0.957
"7091",1.15
"7092",1.105
"7093",1.187
"7094",0.213
"7095",1.163
"7096",1.016
"7097",1.023
"7098",1.111
"7099",0.286
"7100",1.22
"7101",1.238
"7102",0.946
"7103",0.93
"7104",0.203
"7105",1.221
"7106",1.261
"7107",1.121
"7108",1.157
"7109",1.167
"7110",1.331
"7111",1.282
"7112",1.092
"7113",1.332
"7114",0.996
"7115",0.746
"7116",1.331
"7117",1.166
"7118",1.128
"7119",0.97
"7120",1.121
"7121",1.194
"7122",1.026
"7123",1.251
