"1mon" "2mon" "3mon" "4mon" "5mon" "5.5mon" "6.5mon" "7.5mon" "8.5mon" "9.5mon" "NA"
5.4023 5.29878 5.24572 5.26158 5.30493 5.34417 5.3687 5.41801 5.45353 5.47243 5.4771
5.42583 5.35442 5.31437 5.32859 5.36846 5.40844 5.43237 5.48034 5.51504 5.53354 5.54139
5.37404 5.34177 5.32829 5.35198 5.39678 5.441 5.46419 5.50805 5.54062 5.5603 5.57255
5.35648 5.31827 5.29966 5.31674 5.35801 5.40605 5.43048 5.47457 5.50796 5.53293 5.55562
5.35789 5.29076 5.2596 5.28548 5.33715 5.38801 5.41701 5.47556 5.52066 5.54706 5.56249
5.41769 5.37921 5.36891 5.40765 5.4697 5.51974 5.54978 5.61385 5.66118 5.68626 5.69645
5.38077 5.35821 5.35339 5.37964 5.42945 5.48637 5.51523 5.56545 5.59948 5.62211 5.64268
5.4273 5.42673 5.43276 5.45874 5.50642 5.56047 5.58647 5.63011 5.66023 5.68244 5.70429
5.42413 5.42235 5.42893 5.4576 5.50604 5.55801 5.58196 5.62162 5.6501 5.67271 5.69572
5.38757 5.34809 5.32878 5.34468 5.38222 5.42652 5.45073 5.49694 5.53375 5.56045 5.58234
5.43207 5.34236 5.29053 5.30975 5.35336 5.39103 5.41446 5.45939 5.49217 5.51428 5.52533
5.43493 5.36431 5.32199 5.34068 5.38855 5.43453 5.45858 5.5017 5.53289 5.55583 5.57656
5.41948 5.35092 5.31089 5.32494 5.37043 5.42157 5.44852 5.49626 5.52996 5.55253 5.57046
5.41558 5.34126 5.29677 5.31031 5.35667 5.41066 5.43998 5.49307 5.53086 5.55587 5.57555
5.4398 5.37002 5.32211 5.35156 5.41432 5.45919 5.49184 5.55282 5.58844 5.61137 5.62252
5.4344 5.37985 5.35479 5.3784 5.42349 5.47077 5.49729 5.5469 5.58274 5.60731 5.62835
5.41546 5.38956 5.38434 5.41164 5.4572 5.50979 5.53761 5.58612 5.61913 5.64269 5.66603
5.42656 5.39384 5.37957 5.39893 5.44275 5.49584 5.52296 5.56982 5.60334 5.62905 5.65443
5.42265 5.38387 5.3619 5.37001 5.40145 5.44479 5.46798 5.50979 5.54192 5.56729 5.59121
5.40566 5.37223 5.35653 5.37127 5.40739 5.44984 5.47059 5.50547 5.53089 5.5541 5.58183
5.41298 5.35669 5.32565 5.33771 5.37603 5.41963 5.44075 5.47598 5.50057 5.52064 5.54338
5.407 5.34212 5.30412 5.31179 5.34569 5.38234 5.40024 5.43108 5.45331 5.47197 5.49408
5.44502 5.37046 5.32989 5.3437 5.38432 5.42071 5.44072 5.47848 5.50649 5.52558 5.53772
5.44569 5.38149 5.34896 5.3626 5.40031 5.44007 5.46174 5.50162 5.52955 5.54642 5.55834
5.44605 5.39244 5.3661 5.38256 5.42067 5.45808 5.47796 5.51745 5.55038 5.57299 5.5889
5.46093 5.4303 5.41498 5.42919 5.46327 5.50268 5.52314 5.56053 5.5886 5.60906 5.62885
5.51069 5.52753 5.54039 5.55837 5.58845 5.62459 5.64414 5.67849 5.69929 5.70962 5.72026
5.4894 5.50044 5.50642 5.51637 5.54168 5.57633 5.59447 5.62449 5.64212 5.65245 5.66555
5.51015 5.52047 5.52851 5.54073 5.5665 5.5995 5.6164 5.64533 5.6641 5.67535 5.6874
5.49369 5.49851 5.49946 5.51438 5.55585 5.57458 5.58282 5.60889 5.63501 5.6437 5.64594
5.51391 5.52869 5.54605 5.57508 5.61687 5.65812 5.6762 5.70556 5.72661 5.74441 5.76646
5.51194 5.54261 5.57612 5.61819 5.66673 5.71068 5.72968 5.76129 5.78538 5.80558 5.82737
5.4882 5.53484 5.57588 5.61617 5.66042 5.70038 5.71818 5.74857 5.77157 5.78996 5.80952
5.47477 5.52067 5.56267 5.60683 5.66001 5.71374 5.73883 5.7794 5.80503 5.82264 5.84219
5.47119 5.50205 5.53203 5.56699 5.61016 5.65244 5.67527 5.71704 5.74427 5.75956 5.77466
5.47385 5.48568 5.50439 5.53411 5.5712 5.61023 5.63178 5.66955 5.69201 5.70356 5.71601
5.4527 5.47632 5.5024 5.53595 5.57428 5.61316 5.6336 5.66862 5.69036 5.70332 5.71752
5.44708 5.46341 5.48205 5.5072 5.53818 5.5752 5.59635 5.63247 5.65297 5.6642 5.67771
5.45061 5.44262 5.44388 5.46135 5.48694 5.51729 5.53431 5.56496 5.58577 5.59919 5.61304
5.47328 5.45342 5.44902 5.46861 5.49498 5.52731 5.54771 5.58435 5.60512 5.61342 5.62049
5.49342 5.44384 5.41995 5.4391 5.47089 5.49975 5.51674 5.54645 5.56504 5.57509 5.58389
5.48907 5.46075 5.44645 5.45794 5.48196 5.5133 5.53221 5.56599 5.58635 5.59774 5.61081
5.48745 5.47108 5.46339 5.47644 5.50201 5.53384 5.55232 5.58541 5.60577 5.61718 5.62998
5.47923 5.47742 5.47469 5.48715 5.50837 5.53586 5.55526 5.59355 5.61881 5.62728 5.6281
5.46721 5.46647 5.46594 5.48072 5.50434 5.53061 5.5475 5.58064 5.60227 5.61089 5.61744
5.47255 5.47004 5.46863 5.48341 5.50833 5.53479 5.54987 5.57701 5.59365 5.5992 5.60128
5.48084 5.47718 5.47687 5.49262 5.51582 5.53846 5.55194 5.57776 5.59481 5.60096 5.60229
5.49054 5.51646 5.53383 5.55495 5.58143 5.60599 5.61861 5.64026 5.65181 5.65345 5.65465
5.48854 5.54032 5.57963 5.60582 5.6268 5.64684 5.65735 5.67576 5.68867 5.69768 5.70701
5.51266 5.55601 5.5928 5.62031 5.64127 5.65812 5.66569 5.6793 5.69192 5.70628 5.72555
5.49864 5.55962 5.60822 5.64235 5.66917 5.6924 5.70295 5.71989 5.73136 5.74067 5.75299
5.46797 5.51838 5.55426 5.57999 5.60488 5.63293 5.6477 5.67227 5.68713 5.69582 5.70551
5.44727 5.48764 5.51421 5.53604 5.56028 5.58497 5.59725 5.61806 5.63241 5.64273 5.65402
5.44283 5.46306 5.47637 5.49277 5.51587 5.5415 5.55392 5.5729 5.58338 5.5914 5.60481
5.39204 5.38212 5.3772 5.3871 5.40946 5.43667 5.45031 5.47323 5.48884 5.5003 5.51401
5.42859 5.42123 5.41894 5.43096 5.45247 5.47795 5.491 5.51331 5.52917 5.54014 5.55046
5.39919 5.41126 5.42421 5.44356 5.4684 5.49684 5.51125 5.5351 5.55049 5.56119 5.57318
5.41703 5.43429 5.44959 5.47164 5.50248 5.53747 5.55468 5.58234 5.59934 5.6113 5.62583
5.43142 5.44885 5.4664 5.48962 5.51779 5.54593 5.55892 5.58139 5.60023 5.61853 5.63921
5.49591 5.52254 5.54336 5.56473 5.59164 5.62079 5.6348 5.65819 5.67468 5.68732 5.70095
5.48066 5.50575 5.5203 5.53418 5.55735 5.58474 5.59809 5.6201 5.63554 5.64851 5.66411
5.39241 5.48082 5.50966 5.51641 5.53837 5.56379 5.57693 5.59815 5.6133 5.62341 5.63018
5.35317 5.46174 5.48183 5.48791 5.51723 5.54372 5.55963 5.58273 5.59796 5.60929 5.61234
5.43109 5.45981 5.47542 5.49155 5.51821 5.5479 5.562 5.58459 5.59993 5.61186 5.62549
5.39667 5.49182 5.51689 5.52746 5.55896 5.59119 5.60897 5.63469 5.65029 5.65957 5.66188
5.35146 5.51402 5.55911 5.56844 5.59915 5.63173 5.65092 5.67443 5.68368 5.6884 5.68726
5.37298 5.50964 5.55286 5.56773 5.59997 5.63248 5.64972 5.67324 5.68353 5.68908 5.69648
5.36334 5.50986 5.55755 5.57502 5.60705 5.63979 5.65839 5.68273 5.69386 5.70121 5.70824
5.40346 5.50752 5.54454 5.56135 5.59035 5.62125 5.63741 5.66068 5.67187 5.67697 5.6819
5.39556 5.58768 5.65359 5.68068 5.71935 5.75449 5.77461 5.79931 5.80905 5.81254 5.81056
5.40245 5.58453 5.65394 5.6802 5.71748 5.75308 5.77299 5.80041 5.80923 5.81116 5.81718
5.38572 5.58515 5.6649 5.69334 5.73149 5.76764 5.78562 5.80956 5.81862 5.82122 5.82728
5.39554 5.48562 5.53785 5.57036 5.60288 5.63635 5.65303 5.67917 5.6932 5.69982 5.70809
5.43419 5.49583 5.53619 5.56463 5.59318 5.62315 5.63768 5.6605 5.67364 5.68181 5.69297
5.42958 5.5061 5.54653 5.56851 5.59339 5.62422 5.64044 5.66606 5.67958 5.68441 5.68875
5.453 5.52055 5.55993 5.58935 5.62068 5.65333 5.66976 5.69572 5.71003 5.71659 5.72298
5.44896 5.48326 5.50704 5.53484 5.56648 5.60227 5.62172 5.6549 5.67403 5.68237 5.68984
5.45079 5.48816 5.50774 5.53755 5.56709 5.60098 5.62334 5.6632 5.6845 5.69024 5.69115
5.46408 5.51575 5.55034 5.58064 5.6094 5.64083 5.65879 5.69109 5.71211 5.7225 5.72977
5.37197 5.5622 5.60736 5.65027 5.68202 5.70384 5.73144 5.76819 5.78708 5.79711 5.78602
5.39498 5.51752 5.5446 5.58907 5.61532 5.6322 5.65353 5.68532 5.70704 5.71645 5.70967
5.40998 5.51638 5.54349 5.58459 5.60044 5.61188 5.63096 5.65897 5.6794 5.69481 5.69284
5.4027 5.53864 5.56966 5.61235 5.63599 5.64861 5.66628 5.69397 5.71176 5.72585 5.72313
5.39935 5.5369 5.56742 5.61166 5.63897 5.65393 5.67107 5.69635 5.71261 5.72251 5.7104
5.39837 5.51671 5.52865 5.57209 5.59943 5.61252 5.63063 5.65543 5.67056 5.67815 5.66112
5.40054 5.5237 5.53474 5.57671 5.6087 5.62626 5.64304 5.66725 5.683 5.69341 5.6869
5.48859 5.51293 5.51824 5.54241 5.56646 5.58522 5.59785 5.62268 5.64099 5.64969 5.65007
5.46628 5.55469 5.57201 5.60091 5.62706 5.63711 5.64758 5.6694 5.68638 5.69378 5.68585
5.5104 5.54912 5.57051 5.59202 5.61147 5.62662 5.63562 5.65434 5.66913 5.6765 5.67845
5.45021 5.53969 5.54139 5.55116 5.56944 5.5771 5.58493 5.60114 5.6187 5.63196 5.62603
5.40327 5.50104 5.49955 5.51544 5.53694 5.54872 5.56046 5.58183 5.60042 5.61568 5.61366
5.39672 5.5098 5.52158 5.54307 5.56504 5.57092 5.57736 5.58848 5.6088 5.6279 5.62138
5.34212 5.4888 5.49473 5.51331 5.54832 5.55881 5.56152 5.56894 5.58964 5.60926 5.60437
5.33835 5.47006 5.47047 5.48869 5.51972 5.52666 5.53204 5.54394 5.56489 5.58396 5.57863
5.32029 5.48629 5.48831 5.50816 5.54601 5.55501 5.56238 5.5706 5.58766 5.60578 5.59725
5.4049 5.49503 5.50229 5.52272 5.55678 5.56802 5.57148 5.57926 5.59657 5.61145 5.61
5.38848 5.5169 5.52809 5.55141 5.5854 5.59516 5.59812 5.60096 5.61672 5.63407 5.63453
5.35872 5.53402 5.53525 5.55297 5.58189 5.59295 5.59586 5.59095 5.60645 5.62674 5.6174
5.40646 5.53098 5.53914 5.55476 5.58131 5.59026 5.59142 5.59114 5.6052 5.621 5.61738
5.40124 5.53227 5.54686 5.56087 5.58493 5.59306 5.59447 5.59487 5.60897 5.62592 5.62174
5.41691 5.50381 5.49898 5.51124 5.53039 5.53477 5.53427 5.5296 5.53765 5.549 5.53394
5.35954 5.43934 5.39662 5.41181 5.43039 5.44414 5.44918 5.44486 5.46383 5.48675 5.46918
5.3779 5.41801 5.38664 5.39666 5.4113 5.42242 5.42852 5.43031 5.44779 5.46938 5.45891
5.36699 5.40727 5.37357 5.37793 5.3883 5.39089 5.39015 5.39208 5.41589 5.43373 5.41687
5.37944 5.46206 5.44148 5.44469 5.46186 5.4722 5.47353 5.46727 5.48021 5.49772 5.48639
5.40195 5.50921 5.50062 5.51527 5.53871 5.5566 5.56273 5.56083 5.57612 5.59556 5.5812
5.41022 5.49966 5.48323 5.49282 5.50865 5.51562 5.51629 5.51805 5.5398 5.56048 5.54771
5.39593 5.47651 5.45736 5.46338 5.48351 5.48761 5.48564 5.48561 5.50628 5.52325 5.50945
5.37907 5.48466 5.46176 5.46784 5.47478 5.49006 5.49787 5.49004 5.50434 5.52348 5.50346
5.32246 5.48297 5.47073 5.47464 5.4771 5.48204 5.48609 5.47332 5.48353 5.49872 5.47314
5.308 5.47374 5.46611 5.47787 5.48181 5.48967 5.49661 5.48609 5.49607 5.5127 5.48802
5.30515 5.49005 5.48943 5.4976 5.49463 5.50503 5.50874 5.4969 5.50586 5.51669 5.49267
5.31509 5.47366 5.47843 5.50106 5.50226 5.49814 5.49781 5.48532 5.49208 5.50184 5.47947
5.30227 5.47609 5.48072 5.50174 5.50379 5.501 5.50489 5.50064 5.5064 5.51008 5.48666
5.29082 5.44533 5.45479 5.4744 5.47728 5.47387 5.47965 5.47781 5.48308 5.48891 5.46264
5.29459 5.43122 5.42307 5.44206 5.44144 5.44952 5.4612 5.45913 5.47059 5.48309 5.46051
5.32901 5.41977 5.41176 5.42674 5.42764 5.43266 5.44002 5.43891 5.44624 5.45377 5.43293
5.31864 5.40287 5.38987 5.40399 5.4101 5.40988 5.41476 5.41512 5.42417 5.43151 5.41148
5.342 5.41635 5.40817 5.42772 5.43709 5.43534 5.43884 5.43835 5.44718 5.45355 5.43352
5.3503 5.41546 5.41025 5.43071 5.44115 5.44296 5.44982 5.45413 5.46395 5.47064 5.45347
5.36861 5.39585 5.38621 5.40113 5.40842 5.4107 5.41674 5.42645 5.43788 5.44292 5.42914
5.35425 5.39954 5.37951 5.40297 5.41141 5.41217 5.42217 5.43093 5.44375 5.45397 5.43993
5.40797 5.42945 5.42946 5.45033 5.46399 5.47425 5.48513 5.50305 5.51877 5.5298 5.52639
5.35323 5.42402 5.40801 5.4388 5.46164 5.47164 5.486 5.49572 5.50895 5.52588 5.51186
5.37562 5.44455 5.42767 5.45434 5.47651 5.49085 5.50687 5.51642 5.52636 5.5412 5.53332
5.37741 5.43848 5.42636 5.45533 5.48109 5.49893 5.51512 5.53013 5.5435 5.5567 5.54835
5.41734 5.42417 5.42328 5.4394 5.45884 5.47346 5.48078 5.4937 5.50743 5.51947 5.52495
5.37444 5.43268 5.42314 5.43545 5.45296 5.46682 5.47443 5.47274 5.47548 5.48928 5.48332
5.3711 5.4327 5.43297 5.44545 5.46317 5.47574 5.48027 5.47826 5.48452 5.49776 5.49091
5.35066 5.42302 5.42235 5.43553 5.45038 5.46272 5.46904 5.46517 5.46841 5.47982 5.46673
5.3429 5.42857 5.42533 5.44139 5.46761 5.47521 5.47551 5.46814 5.47814 5.49206 5.47466
5.3175 5.42604 5.42683 5.4433 5.47191 5.48352 5.49138 5.48807 5.4951 5.50927 5.48742
5.32889 5.41859 5.41893 5.45178 5.4791 5.49872 5.51064 5.51341 5.52023 5.53291 5.51897
5.29675 5.43805 5.44627 5.47701 5.51223 5.52688 5.53434 5.5316 5.53576 5.5507 5.54028
5.27825 5.43157 5.44569 5.47518 5.50063 5.51526 5.52078 5.51319 5.51727 5.53132 5.51339
5.25055 5.42814 5.44466 5.47414 5.50248 5.51617 5.52158 5.51135 5.51343 5.52884 5.51233
5.31013 5.40239 5.41474 5.43739 5.45701 5.46558 5.46607 5.45907 5.46289 5.47549 5.47061
5.29414 5.38821 5.37621 5.40708 5.43131 5.44585 5.45067 5.43941 5.44254 5.46141 5.44702
5.2637 5.36367 5.34645 5.38843 5.41519 5.44008 5.45056 5.4337 5.43432 5.45495 5.43867
5.24748 5.35585 5.3469 5.39028 5.41089 5.44083 5.45542 5.442 5.44048 5.46121 5.45233
5.25024 5.32387 5.29859 5.34093 5.36633 5.3935 5.41029 5.40026 5.39876 5.42177 5.40943
5.24516 5.33486 5.30577 5.34725 5.3725 5.39767 5.41328 5.39982 5.40253 5.42993 5.41343
5.23908 5.31106 5.26857 5.30652 5.32694 5.35911 5.37802 5.36552 5.36547 5.39363 5.37998
5.22747 5.32467 5.28475 5.32129 5.34197 5.37612 5.39652 5.38272 5.38677 5.41533 5.40022
5.23511 5.3615 5.33036 5.36197 5.38842 5.41569 5.43195 5.41686 5.41979 5.45197 5.4392
5.23073 5.33003 5.29947 5.33204 5.35353 5.37925 5.3929 5.37972 5.3834 5.41432 5.40013
5.22264 5.32769 5.28812 5.31596 5.33974 5.36532 5.38381 5.37648 5.37948 5.40819 5.39168
5.22422 5.34124 5.31402 5.33723 5.35261 5.38071 5.39777 5.38632 5.38697 5.41726 5.40217
5.22847 5.3255 5.30718 5.33767 5.35409 5.38268 5.39946 5.38788 5.38808 5.42041 5.4092
5.22147 5.31417 5.28692 5.31763 5.32452 5.34883 5.36583 5.35142 5.35276 5.3867 5.36616
5.20985 5.26977 5.22129 5.24699 5.23959 5.26835 5.28978 5.2878 5.29723 5.33203 5.31156
5.22183 5.2586 5.18318 5.21298 5.20097 5.2225 5.24961 5.25488 5.27143 5.31257 5.29817
5.23754 5.2344 5.15024 5.17017 5.15181 5.16731 5.19152 5.20702 5.22867 5.26568 5.25046
5.20618 5.23214 5.13206 5.14326 5.12138 5.14334 5.17499 5.19759 5.21972 5.26385 5.25272
5.18674 5.14393 4.98612 5.02754 5.03788 5.05201 5.07732 5.0854 5.10247 5.15026 5.14081
5.16679 5.10451 4.94992 4.99862 5.01911 5.0342 5.07229 5.07116 5.08377 5.13771 5.1247
5.21098 5.09136 4.92856 4.98539 4.99962 5.00609 5.0288 5.01482 5.02466 5.07776 5.06404
5.18792 5.06201 4.89972 4.96877 5.00071 5.00811 5.03112 5.02058 5.0367 5.09643 5.08584
5.21729 5.09798 4.9685 5.02069 5.04814 5.04994 5.06619 5.05972 5.07332 5.12122 5.09976
5.22338 5.08373 4.9485 4.98249 4.9908 4.99263 5.00232 4.99564 5.01387 5.05498 5.03879
5.26678 5.08004 4.94561 4.97714 4.98016 4.97977 4.98854 4.98147 5.00004 5.03934 5.01576
5.27534 5.0674 4.92667 4.96615 4.96838 4.98615 5.01226 5.0119 5.02635 5.0664 5.04419
5.24199 4.96696 4.81333 4.83823 4.83631 4.86924 4.90187 4.90462 4.9228 4.97293 4.95817
4.7629 4.69097 4.62237 4.67802 4.69454 4.74234 4.77964 4.7723 4.81538 4.91473 4.90784
5.22522 4.89621 4.71703 4.72553 4.71538 4.74696 4.77877 4.7897 4.81276 4.86923 4.87741
5.20306 4.9126 4.72874 4.74485 4.72519 4.7604 4.80239 4.81166 4.82854 4.89437 4.89306
5.21042 4.92357 4.74359 4.76317 4.7482 4.77569 4.8146 4.82446 4.8534 4.91705 4.90639
5.21231 4.93043 4.75515 4.7526 4.74845 4.77646 4.80323 4.80173 4.82846 4.89477 4.88663
5.18502 4.91153 4.69051 4.68207 4.67317 4.69683 4.71989 4.70705 4.74 4.81757 4.80819
5.17571 4.85008 4.6348 4.60072 4.58295 4.6132 4.63528 4.62331 4.64909 4.71879 4.72385
5.1953 4.88434 4.66213 4.63052 4.59774 4.62175 4.63779 4.61573 4.65023 4.71894 4.68842
5.14637 4.89375 4.68949 4.67337 4.66087 4.68848 4.70431 4.67584 4.69304 4.7529 4.74403
5.04818 4.77448 4.58521 4.58592 4.58033 4.64218 4.68805 4.63066 4.65544 4.70367 4.76684
4.85565 4.6698 4.49843 4.5242 4.52047 4.57837 4.61992 4.56598 4.58176 4.65898 4.64313
4.77057 4.64067 4.49517 4.48508 4.47753 4.5268 4.55545 4.51988 4.53648 4.61568 4.6231
4.78649 4.66128 4.49633 4.48937 4.4818 4.53853 4.56849 4.52766 4.5421 4.62198 4.6276
4.73622 4.65801 4.50525 4.49582 4.47884 4.52469 4.54869 4.51042 4.52259 4.59728 4.59188
4.7123 4.54638 4.34766 4.33683 4.33112 4.37 4.38906 4.35723 4.367 4.43378 4.43414
4.66175 4.45837 4.20638 4.19293 4.19976 4.2363 4.25743 4.24651 4.27031 4.33718 4.34129
4.66438 4.47442 4.21207 4.21787 4.21956 4.24093 4.2547 4.23122 4.24874 4.31835 4.30451
4.68616 4.36894 4.0815 4.10652 4.1147 4.12865 4.14053 4.11458 4.12632 4.18026 4.15812
4.68129 4.42708 4.16582 4.19125 4.19947 4.22173 4.23675 4.20978 4.21394 4.25242 4.21672
4.63858 4.4559 4.18865 4.23875 4.28823 4.3228 4.34887 4.33656 4.35434 4.39222 4.32762
4.50866 4.40291 4.23663 4.33479 4.423 4.4983 4.54698 4.57003 4.58584 4.62895 4.59481
4.56638 4.42741 4.34421 4.45181 4.55084 4.68431 4.73902 4.77465 4.8162 4.8601 4.82775
4.55374 4.43008 4.29837 4.44489 4.51709 4.61847 4.69134 4.72751 4.76796 4.81855 4.76307
4.54978 4.40148 4.26295 4.35775 4.39232 4.47171 4.52751 4.55047 4.61608 4.67439 4.60083
4.56044 4.45122 4.30036 4.38156 4.40114 4.49597 4.55553 4.5628 4.59681 4.66588 4.64821
4.30845 4.14316 4.01368 4.14688 4.19472 4.33076 4.42466 4.4266 4.45744 4.53826 4.52371
4.3471 4.18199 4.04374 4.14591 4.19246 4.32312 4.41481 4.42208 4.44638 4.54482 4.56744
4.36365 4.24304 4.12878 4.21889 4.25182 4.40102 4.49827 4.50601 4.53622 4.65244 4.70188
4.33255 4.27035 4.19253 4.26248 4.28492 4.43245 4.53234 4.52939 4.5575 4.67548 4.69463
4.35448 4.29327 4.22763 4.30433 4.32384 4.46347 4.54218 4.54364 4.57872 4.70137 4.75261
4.34252 4.3137 4.26152 4.37586 4.4237 4.5436 4.62484 4.63217 4.66053 4.77638 4.81379
4.41234 4.35078 4.31396 4.40466 4.44395 4.54902 4.61434 4.60929 4.64508 4.76052 4.7695
4.42107 4.28076 4.20441 4.31483 4.35236 4.44278 4.51293 4.50762 4.54275 4.66926 4.69323
4.51722 4.29362 4.17935 4.26156 4.29222 4.39515 4.46625 4.46151 4.50601 4.63584 4.67285
4.63361 4.31107 4.16424 4.22478 4.24442 4.33745 4.41059 4.41365 4.45632 4.58352 4.60757
4.61939 4.39929 4.26846 4.33604 4.36438 4.42814 4.48756 4.50802 4.54809 4.66802 4.69977
4.73018 4.51821 4.41276 4.48634 4.50962 4.57162 4.62773 4.65019 4.69161 4.79537 4.82
4.73529 4.51785 4.39508 4.47132 4.49531 4.56689 4.62839 4.64896 4.68792 4.7982 4.81992
4.79289 4.65981 4.56843 4.62739 4.64185 4.70728 4.77162 4.78951 4.82356 4.93875 4.95191
4.80445 4.69072 4.59423 4.62997 4.64669 4.70841 4.76089 4.78593 4.8332 4.93143 4.94702
4.83926 4.77394 4.71052 4.74931 4.76316 4.83301 4.89795 4.91793 4.94381 5.03705 5.04093
4.74409 4.65141 4.57288 4.64659 4.6596 4.70833 4.74141 4.72906 4.77226 4.87403 4.87865
4.67411 4.67203 4.60564 4.68414 4.69634 4.74546 4.79173 4.77647 4.81697 4.89332 4.82844
4.68227 4.69215 4.6238 4.69507 4.71581 4.76099 4.80879 4.7985 4.84549 4.92738 4.85602
4.63168 4.68584 4.62565 4.68958 4.71668 4.77437 4.83333 4.82441 4.8578 4.94603 4.89211
4.66808 4.67622 4.6516 4.70664 4.71489 4.762 4.79974 4.78728 4.83198 4.9131 4.84736
4.65135 4.68469 4.67476 4.75465 4.77684 4.8107 4.83861 4.80902 4.84311 4.9068 4.8316
4.6948 4.67768 4.66298 4.7301 4.75415 4.77941 4.79609 4.76752 4.80637 4.86308 4.79377
4.73095 4.6752 4.64168 4.718 4.75106 4.78496 4.81281 4.79437 4.83095 4.88797 4.81312
4.77092 4.72037 4.6901 4.75446 4.77873 4.81522 4.83755 4.8073 4.84914 4.90055 4.81663
4.71983 4.71783 4.68805 4.74415 4.77536 4.81304 4.82975 4.79907 4.84479 4.8844 4.78397
4.69605 4.6917 4.65998 4.71034 4.73404 4.77437 4.80159 4.79446 4.83415 4.86861 4.765
4.73439 4.65584 4.56978 4.60512 4.63808 4.69618 4.72733 4.70768 4.74668 4.78324 4.68352
4.72517 4.5976 4.47058 4.51166 4.54997 4.61573 4.65672 4.64039 4.67967 4.72404 4.63348
4.73492 4.55024 4.3894 4.40938 4.43753 4.51294 4.56156 4.55238 4.59555 4.64915 4.57586
4.72676 4.56831 4.39723 4.41552 4.43312 4.50079 4.54476 4.54218 4.58633 4.6375 4.58192
4.74293 4.62762 4.49607 4.5098 4.52876 4.58465 4.61311 4.59882 4.63595 4.67389 4.61533
4.75045 4.69011 4.57799 4.60662 4.62216 4.67804 4.70519 4.69385 4.72427 4.75107 4.68819
4.73815 4.61976 4.49389 4.53116 4.55339 4.60484 4.62917 4.6096 4.63778 4.66443 4.59057
4.73014 4.61219 4.47021 4.50204 4.51565 4.56355 4.59119 4.56301 4.59576 4.63416 4.55428
4.718 4.58237 4.42161 4.45377 4.46523 4.51107 4.54243 4.51108 4.54156 4.58982 4.50712
4.74335 4.61776 4.49422 4.52643 4.53049 4.58858 4.63058 4.59238 4.62303 4.67938 4.58755
4.73952 4.5923 4.4543 4.48634 4.48715 4.54108 4.59114 4.56473 4.58717 4.65114 4.5671
4.74609 4.63455 4.49479 4.54301 4.5473 4.58431 4.63367 4.61322 4.6382 4.69982 4.58971
4.75735 4.57856 4.44582 4.49515 4.49008 4.5231 4.56469 4.54075 4.57417 4.63301 4.53687
4.71836 4.60651 4.45704 4.50834 4.50007 4.52328 4.57192 4.57024 4.60185 4.6591 4.53951
4.73774 4.62949 4.48926 4.52774 4.52473 4.54915 4.58355 4.57807 4.61795 4.66341 4.55262
4.80228 4.67654 4.56505 4.59622 4.59376 4.61406 4.65056 4.65697 4.68618 4.72103 4.59908
4.85057 4.68683 4.58406 4.62687 4.63835 4.66366 4.70805 4.71881 4.74535 4.77726 4.6603
4.89374 4.76283 4.71254 4.75292 4.78229 4.80044 4.83053 4.83215 4.85745 4.88659 4.77666
4.90556 4.78135 4.76936 4.83597 4.88371 4.88101 4.88937 4.87249 4.90417 4.9381 4.8032
4.89037 4.72574 4.71533 4.75775 4.78928 4.80173 4.81378 4.80427 4.83982 4.86023 4.74588
4.81157 4.68831 4.65605 4.69107 4.71714 4.73834 4.74956 4.73554 4.7726 4.78932 4.6608
4.72173 4.64014 4.59616 4.63994 4.67041 4.69057 4.70032 4.68597 4.72153 4.72833 4.62625
4.66601 4.62479 4.58094 4.62849 4.67417 4.68088 4.69747 4.70107 4.72924 4.73273 4.60652
4.66033 4.65868 4.61046 4.64171 4.67259 4.69826 4.72384 4.73326 4.75638 4.76716 4.64601
4.69212 4.68161 4.65757 4.69582 4.72311 4.75201 4.76692 4.77203 4.80187 4.8184 4.71205
4.69272 4.6735 4.65602 4.68095 4.6966 4.7324 4.74769 4.74169 4.77971 4.79729 4.69041
4.6935 4.71006 4.73891 4.78023 4.80747 4.83872 4.85803 4.89293 4.91902 4.92938 4.94878
4.73421 4.74302 4.76466 4.81576 4.83595 4.88143 4.90105 4.92316 4.97516 4.97326 4.90091
4.73423 4.68938 4.70002 4.75166 4.76432 4.80874 4.8267 4.85342 4.9083 4.90696 4.83725
4.69782 4.66201 4.63649 4.68712 4.71019 4.73686 4.75943 4.80876 4.85747 4.85077 4.80674
4.68799 4.5563 4.50527 4.56422 4.59248 4.64144 4.66574 4.69732 4.74984 4.7488 4.68266
4.63566 4.61589 4.58128 4.6217 4.6509 4.68426 4.70338 4.74168 4.78969 4.77184 4.71128
4.61606 4.64864 4.63269 4.68475 4.70755 4.7544 4.77538 4.788 4.8399 4.82454 4.71994
4.58662 4.67782 4.67111 4.71056 4.74636 4.79173 4.80952 4.8282 4.87662 4.86058 4.79228
4.55489 4.63187 4.61976 4.65223 4.68379 4.73639 4.7585 4.76856 4.81535 4.80325 4.72291
4.53297 4.60766 4.5905 4.61495 4.64034 4.68484 4.6951 4.69553 4.73385 4.72702 4.66531
4.61241 4.61235 4.59106 4.6268 4.64945 4.69467 4.70554 4.70515 4.74098 4.74021 4.69493
4.6548 4.63157 4.61698 4.64873 4.67493 4.71929 4.72872 4.71775 4.76279 4.76199 4.69981
