losingstate	loseccode	gainingstate	gainccode	year	homelandclaim	midat	midpost	cincrat	cowwar	dyaddem	priormid	tcprior45	cwprior	access	oil_gas	coethnicity	coethnic_1	alliance	allydummy	nondemdyad	dyaddem6	decade	borderorigin	violenttransfer	region	dyadid4	regionfe_region_decade	reciprocal_claim_zero	five_year_region	arab_homeland_yes	loseentry_alt	material_value	homeland_not_instrumental	fe_region_decade_alt_region	no_united_germany	no_divided_germany	no_germany	palestine_homeland	potato_dominant	potato_dominant_group	potato_dominant_source	colony2	capital_distance_log	highost45	huth_conflict	origin_treaty	origin_prior_admin	origin_prior_col	origin_prior	origin_icj	origin_war	origin_decol	colony3	homelandclaim_stateonly	high_dfbeta_midpost	high_dfbeta_violentmid	high_dfbeta_war
"Bangladesh"	771	"Pakistan"	770	1971	0.0	0.0	0.0	0.36899635	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	0.0	1.0	0.0	70.0	5.0	1.0	5.0	771770.0	28.0	0.0	50.0	0.0	1.0	1.0	0.0	28.0				0.0	0.0	"Bengali"	"ANM"	0.0	7.4770384	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Syria"	652	"Israel"	666	1967	1.0	1.0	1.0	0.47346705	1.0	0.0	1.0	0.0	0.0	2.5	0	1	0.0	4	0.0	1.0	0.0	60.0	5.0	1.0	3.0	666652.0	15.0	0.0	27.0	1.0	0.0	1.0	1.0	15.0				1.0	1.0	"Arabs"	"ANM-modified"	0.0	3.8918202	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Israel"	666	"Syria"	652	1967	0.0	1.0	1.0	0.52653295	1.0	0.0	1.0	0.0	0.0	2.5	0	1		4	0.0	1.0	0.0	60.0	5.0	1.0	3.0	666652.0	15.0	0.0	27.0	1.0	0.0	1.0	0.0	15.0				0.0	0.0	"Jews"		0.0	4.727388	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"United Kingdom"	200	"Israel"	666	1948	0.0	1.0	1.0	0.9816045	0.0	1.0	1.0	0.0	1.0		1	0	0.0	4	1.0	0.0	1.0	40.0	6.0	1.0	6.0	666200.0	31.0	0.0	56.0	0.0	0.0	1.0	0.0	31.0				0.0				1.0	8.15966	1.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Israel"	666	"United Kingdom"	200	1948	0.0	1.0	1.0	0.018395487	0.0	1.0	1.0	0.0	0.0		1	0		4	1.0	0.0	1.0	40.0	6.0	1.0	6.0	666200.0	31.0	0.0	56.0	0.0	1.0	1.0	0.0	31.0				0.0				1.0	8.160519			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Portugal"	235	"Cape Verde"	402	1975	0.0	0.0	0.0	0.9934865	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	402235.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	7.984122	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Cape Verde"	402	"Portugal"	235	1975	0.0	0.0	0.0	0.006513451	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	402235.0	34.0	0.0	62.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	7.948032			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Cyprus"	352	"Turkey"	640	1974	1.0	1.0	1.0	0.016629623	1.0	1.0	1.0	0.0	0.0		0	0	0.0	1	1.0	0.0	1.0	70.0	5.0	1.0	2.0	640352.0	10.0	0.0	17.0	1.0	0.0	1.0	1.0	34.0				1.0	1.0	"Greeks"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	4.634729	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Turkey"	640	"Cyprus"	352	1974	0.0	1.0	1.0	0.98337036	1.0	1.0	1.0	0.0	1.0		0	0		1	1.0	0.0	1.0	70.0	5.0	1.0	2.0	640352.0	10.0	0.0	17.0	0.0	0.0	0.0	0.0	34.0				0.0	1.0	"Turks"	"ANM"	0.0	6.1984787	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Netherlands"	210	"Indonesia"	850	1949	0.0	0.0	1.0	0.37250745	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	40.0	6.0	1.0	6.0	850210.0	31.0	0.0	56.0	0.0	0.0	1.0	0.0	31.0				0.0				0.0	9.1622	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0			
"Indonesia"	850	"Netherlands"	210	1949	1.0	0.0	1.0	0.62749255	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	40.0	6.0	1.0	6.0	850210.0	31.0	0.0	56.0	1.0	1.0	1.0	1.0	31.0				1.0				0.0	9.3228655	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0			
"Portugal"	235	"India"	750	1961	0.0	1.0	0.0	0.037283413	0.0	0.0	1.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	1.0	6.0	750235.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.888895	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"India"	750	"Portugal"	235	1961	0.0	1.0	0.0	0.9627166	0.0	0.0	1.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	1.0	6.0	750235.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.916506		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Portugal"	235	"Guinea Bissau"	404	1974	0.0	0.0	0.0	0.9814587	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	404235.0	34.0	0.0	61.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	7.9800234	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Guinea Bissau"	404	"Portugal"	235	1974	0.0	0.0	0.0	0.018541254	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	404235.0	34.0	0.0	61.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	7.9596252			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Portugal"	235	"Angola"	540	1975	0.0	0.0	0.0	0.7085505	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	70.0	6.0	1.0	6.0	540235.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	8.599878	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Angola"	540	"Portugal"	235	1975	0.0	0.0	0.0	0.29144952	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	70.0	6.0	1.0	6.0	540235.0	34.0	0.0	62.0	0.0	1.0	1.0	0.0	34.0				0.0				1.0	8.61577			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Burkina Faso"	439	1960	0.0	0.0	0.0	0.9928099	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	439220.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.230844	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Burkina Faso"	439	"France"	220	1960	0.0	0.0	0.0	0.007190092	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	439220.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.154788			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Great Britain (Oman after 1964)"	200	"Saudi Arabia"	670	1954	0.0	0.0	1.0	0.96920085	0.0	0.0	1.0	0.0	1.0	3.0	1	0		4	0.0	1.0	0.0	50.0	3.0	0.0	3.0	670200.0	14.0	0.0	24.0	0.0	0.0	1.0	0.0	14.0				0.0	1.0	"Arab"	"ANM-modified"	0.0	5.8289456	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Saudi Arabia"	670	"Great Britain (Oman after 1964)"	200	1954	1.0	0.0	1.0	0.030799177	0.0	0.0	1.0	0.0	1.0	3.0	1	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	3.0	670200.0	14.0	0.0	24.0	1.0	0.0	1.0	1.0	14.0				1.0	1.0	"Arabs"	"ANM-modified"	0.0	6.779922	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Australia"	900	"Papua New Guinea"	910	1975	0.0	0.0	0.0	0.978709	0.0	0.0	0.0	0.0	0.0		1	0	0.0	4	1.0	1.0	0.0	70.0	1.0	0.0	6.0	910900.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	7.9175363	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0			
"Papua New Guinea"	910	"Australia"	900	1975	0.0	0.0	0.0	0.021291038	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	70.0	1.0	0.0	6.0	910900.0	34.0	0.0	62.0	0.0	1.0	1.0	0.0	34.0				0.0				1.0	6.2383246		1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0			
"Spain"	230	"Morocco"	600	1958	0.0	1.0	1.0	0.8645419	0.0	0.0	1.0	1.0	1.0		0	0	0.0	4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	600230.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	32.0				0.0				0.0	6.2595816	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Morocco"	600	"Spain"	230	1958	0.0	1.0	1.0	0.13545814	0.0	0.0	1.0	1.0	1.0		0	0		4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	600230.0	32.0	0.0	58.0	0.0	0.0	1.0	0.0	32.0				0.0				0.0	5.5012584	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Maldives"	781	1965	0.0	0.0	0.0	0.9998169	0.0		0.0	1.0	1.0		0	0		4	1.0			60.0	6.0	0.0	6.0	781200.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	9.085231	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Maldives"	781	"United Kingdom"	200	1965	0.0	0.0	0.0	1.83098E-4	0.0		0.0	1.0	0.0		0	0		4	1.0			60.0	6.0	0.0	6.0	781200.0	33.0	0.0	60.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	9.036582			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Spain"	230	"Morocco"	600	1976	0.0	1.0	1.0	0.81369346	0.0	0.0	1.0	1.0	1.0		0	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	600230.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	6.2595816	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Morocco"	600	"Spain"	230	1976	0.0	1.0	1.0	0.18630654	0.0	0.0	1.0	1.0	1.0		0	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	600230.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	5.5012584		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Portugal"	235	"Indonesia"	850	1976	0.0	1.0	1.0	0.12171782	0.0	0.0	1.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	850235.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	9.292381	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Indonesia"	850	"Portugal"	235	1976	0.0	1.0	1.0	0.8782822	0.0	0.0	1.0	0.0	1.0		1	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	850235.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	9.423272		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Niger"	436	1960	0.0	0.0	0.0	0.99472195	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	436220.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	7.9875245	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Niger"	436	"France"	220	1960	0.0	0.0	0.0	0.005278044	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	436220.0	33.0	0.0	59.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.068403			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United States of America"	2	"Philippines"	840	1946	0.0	0.0	0.0	0.990577	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	40.0	6.0	0.0	6.0	840002.0	31.0	0.0	56.0	0.0	0.0	1.0	0.0	31.0				0.0				1.0	9.499571	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Philippines"	840	"United States"	2	1946	0.0	0.0	0.0	0.009423028	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	40.0	6.0	0.0	6.0	840002.0	31.0	0.0	56.0	0.0	1.0	1.0	0.0	31.0				0.0				1.0	9.261033			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Antigua and Barbuda"	58	"United Kingdom"	200	1981	0.0	0.0	0.0	1.24819E-4	0.0		0.0	0.0	0.0		0	1		4	1.0			80.0	6.0	0.0	6.0	200058.0	35.0	0.0	63.0	0.0	1.0	0.0	0.0	35.0				0.0				1.0	8.726319			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Antigua and Barbuda"	58	1981	0.0	0.0	0.0	0.9998752	0.0		0.0	0.0	1.0		0	1	0.0	4	1.0			80.0	6.0	0.0	6.0	200058.0	35.0	0.0	63.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	8.790573	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Myanmar"	775	1948	0.0	0.0	0.0	0.9705812	0.0	1.0	0.0	1.0	1.0		1	0	0.0	4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	775200.0	31.0	0.0	56.0	0.0	0.0	1.0	0.0	31.0				0.0				1.0	8.996528	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Myanmar"	775	"United Kingdom"	200	1948	0.0	0.0	0.0	0.029418804	0.0	1.0	0.0	1.0	1.0		1	0		4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	775200.0	31.0	0.0	56.0	0.0	1.0	1.0	0.0	31.0				0.0				1.0	9.09212			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Sri Lanka"	780	1948	0.0	0.0	0.0	0.9885076	0.0	1.0	0.0	0.0	1.0		0	0	0.0	4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	780200.0	31.0	0.0	56.0	0.0	0.0	0.0	0.0	31.0				0.0				1.0	9.04464	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Sri Lanka"	780	"United Kingdom"	200	1948	0.0	0.0	0.0	0.011492355	0.0	1.0	0.0	0.0	0.0		0	0		4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	780200.0	31.0	0.0	56.0	0.0	1.0	0.0	0.0	31.0				0.0				1.0	9.060679			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Jordan"	663	"Israel"	666	1949	0.0	1.0	1.0	0.1783277	1.0	0.0	1.0	0.0	0.0	5.0	0	1		4	0.0	1.0	0.0	40.0	5.0	1.0	3.0	666663.0	13.0	0.0	23.0	1.0	0.0	1.0	0.0	13.0				1.0	1.0	"Arabs"		0.0	3.6109178	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Israel"	666	"Jordan"	663	1949	1.0	1.0	1.0	0.8216723	1.0	0.0	1.0	0.0	0.0	5.0	0	1	0.3828736	4	0.0	1.0	0.0	40.0	5.0	1.0	3.0	666663.0	13.0	0.0	23.0	1.0	1.0	1.0	1.0	13.0				1.0	1.0	"Jews"		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Belize"	80	"United Kingdom"	200	1981	0.0	0.0	0.0	5.55406E-4	0.0	1.0	0.0	0.0	0.0		0	0		4	1.0	0.0	1.0	80.0	6.0	0.0	6.0	200080.0	35.0	0.0	63.0	0.0	1.0	0.0	0.0	35.0				0.0				1.0	8.995413			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Belize"	80	1981	0.0	0.0	0.0	0.9994446	0.0	1.0	0.0	0.0	1.0		0	0	0.0	4	1.0	0.0	1.0	80.0	6.0	0.0	6.0	200080.0	35.0	0.0	63.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	9.023529	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Malaysia"	820	1963	0.0	0.0	0.0	0.9611773	0.0	1.0	0.0	0.0	1.0		1	1	0.0	1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	820200.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	9.24619	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malaysia"	820	"United Kingdom"	200	1963	0.0	0.0	0.0	0.038822737	0.0	1.0	0.0	0.0	0.0		0	1		1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	820200.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	9.249561			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Mauritania"	435	"Algeria"	615	1960	0.0	0.0	1.0	0.001768594	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	6.0	615435.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0	1.0	"Arabs/White Moor"	"ANM"	0.0	7.140453	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Algeria"	615	"Mauritania"	435	1960	0.0	0.0	1.0	0.9982314	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	6.0	615435.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0	1.0	"Arab"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	7.305188	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"France"	220	"Vanuatu"	935	1980	0.0	0.0	0.0	0.9998076	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			80.0	6.0	0.0	6.0	935220.0	35.0	0.0	63.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	9.680344	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Vanuatu"	935	"France"	220	1980	0.0	0.0	0.0	1.92403E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			80.0	6.0	0.0	6.0	935220.0	35.0	0.0	63.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	9.6883745		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Ghana"	452	1957	0.0	0.0	0.0	0.987279	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	452200.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	32.0				0.0				1.0	8.406485	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Ghana"	452	"United Kingdom"	200	1957	0.0	0.0	0.0	0.012721006	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	452200.0	32.0	0.0	58.0	0.0	1.0	0.0	0.0	32.0				0.0				1.0	8.506334			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Honduras"	91	"El Salvador"	92	1992	0.0	0.0	1.0	0.3935021	0.0	0.0	1.0	0.0	1.0	2.5	0	1	1.1336486	1	1.0	1.0	1.0	90.0	4.0	0.0	1.0	92091.0	6.0	0.0	67.0	0.0	0.0	1.0	0.0	6.0				0.0				0.0	4.0775375	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			
"El Salvador"	92	"Honduras"	91	1992	0.0	0.0	1.0	0.6064979	0.0	0.0	1.0	0.0	1.0	2.5	0	1	1.1336486	1	1.0	1.0	1.0	90.0	4.0	0.0	1.0	92091.0	6.0	0.0	67.0	0.0	0.0	1.0	0.0	6.0				0.0				0.0	4.0430512	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			
"United Kingdom"	200	"Egypt"	651	1956	0.0	1.0	1.0	0.9042623	1.0	0.0	1.0	1.0	1.0		0	0	0.0	4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	651200.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	32.0				0.0				1.0	8.015327	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Egypt"	651	"United Kingdom"	200	1956	0.0	1.0	1.0	0.09573768	1.0	0.0	1.0	1.0	1.0		0	0		4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	651200.0	32.0	0.0	58.0	0.0	0.0	0.0	0.0	32.0				0.0				1.0	8.131236	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"St. Vincent and Grenadines"	57	"United Kingdom"	200	1979	0.0	0.0	0.0	1.55148E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			70.0	6.0	0.0	6.0	200057.0	34.0	0.0	62.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	8.77555			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"St. Vincent and Grenadines"	57	1979	0.0	0.0	0.0	0.99984485	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			70.0	6.0	0.0	6.0	200057.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	8.833609	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United States of America"	2	"Marshall Islands"	983	1986	0.0	0.0	0.0	0.9999882	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			80.0	6.0	0.0	6.0	983002.0	35.0	0.0	64.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	9.33618	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Marshall Islands"	983	"United States"	2	1986	0.0	0.0	0.0	1.18096E-5	0.0		0.0	0.0	0.0		0	0		4	1.0			80.0	6.0	0.0	6.0	983002.0	35.0	0.0	64.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	8.897136			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United States of America"	2	"Paulau"	986	1994	0.0	0.0	0.0	0.99999577	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			90.0	6.0	0.0	6.0	986002.0	36.0	0.0	65.0	0.0	0.0	0.0	0.0	36.0				0.0				1.0	9.540938	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Paulau"	986	"United States of America"	2	1994	0.0	0.0	0.0	4.25338E-6	0.0		0.0	0.0	0.0		0	0		4	1.0			90.0	6.0	0.0	6.0	986002.0	36.0	0.0	65.0	0.0	1.0	0.0	0.0	36.0				0.0				1.0	9.225919			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Benin"	434	"Burkina Faso"	439	1960	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	439434.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Gourma/Gourmantche"	"ANM"	0.0	6.291569	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burkina Faso"	439	"Benin"	434	1960	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	439434.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Mossi"	"ANM"	0.0	5.811141	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Russia/USSR"	365	"Armenia"	371	1991	1.0	0.0	0.0	0.99607587	0.0	0.0	0.0	1.0	1.0		0	0	0.0	4	0.0	1.0	0.0	90.0	2.0	1.0	6.0	371365.0	36.0	0.0	65.0	1.0	0.0	0.0	1.0	30.0				1.0	1.0	"Russians"	"ANM-modified"	0.0	7.434848	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Armenia"	371	"Russia/USSR"	365	1991	0.0	0.0	0.0	0.003924106	0.0	0.0	0.0	1.0	1.0		0	0		4	0.0	1.0	0.0	90.0	2.0	1.0	6.0	371365.0	36.0	0.0	65.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Armenians"	"ANM-modified"	0.0	5.521461	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Yugoslavia"	345	"Slovenia"	349	1991	1.0	0.0	1.0	0.90538186	0.0	0.0	0.0	0.0	1.0		1	1		4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	349345.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	12.0				1.0	1.0	"Serbs"	"Atlas of Central Europe"	0.0	5.8833222	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Slovenia"	349	"Yugoslavia"	345	1991	0.0	0.0	1.0	0.094618134	0.0	0.0	0.0	0.0	0.0		1	1		4	0.0	1.0	0.0	90.0	2.0	1.0	2.0	349345.0	12.0	0.0	21.0	0.0	0.0	1.0	0.0	12.0				0.0	1.0	"Slovenes"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.886104	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"German Democratic Republic"	265	"Russia/USSR"	365	1954	0.0	0.0	0.0	0.061536185	0.0	0.0	1.0	1.0	1.0		1	0		4	0.0	1.0	0.0	50.0	5.0	0.0	2.0	365265.0	8.0	0.0	13.0	0.0	1.0	1.0	0.0	32.0		1.0	1.0	0.0				1.0	6.184149			0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0			
