"","d","s","y","spp"
"2181",43,0.46983,1,"black ash"
"2182",34,0.46983,1,"black ash"
"2183",13,0.469871,1,"black spruce"
"2184",10,0.469871,0,"cedar"
"2185",20,0.469871,0,"cedar"
"2186",11,0.469871,1,"cedar"
"2187",11,0.469871,0,"jackpine"
"2188",18,0.469871,0,"jackpine"
"2189",12,0.469871,0,"paper birch"
"2190",22,0.469871,0,"paper birch"
"2191",18,0.469871,0,"paper birch"
"2192",12,0.469871,0,"paper birch"
"2193",23,0.469871,0,"paper birch"
"2194",20,0.469871,0,"paper birch"
"2195",9,0.469987,1,"black spruce"
"2196",12,0.469987,1,"cedar"
"2197",12,0.469987,1,"cedar"
"2198",10,0.469987,1,"cedar"
"2199",18,0.469987,1,"cedar"
"2200",11,0.469987,0,"red pine"
"2201",46,0.470667,1,"aspen"
"2202",40,0.470667,1,"aspen"
"2203",14,0.470667,0,"cedar"
"2204",20,0.470667,0,"cedar"
"2205",16,0.470667,1,"cedar"
"2206",22,0.475169,1,"black spruce"
"2207",8,0.475346,0,"red pine"
"2208",7,0.475346,0,"red pine"
"2209",8,0.475346,0,"red pine"
"2210",7,0.475346,0,"red pine"
"2211",8,0.475346,0,"red pine"
"2212",9,0.475346,0,"red pine"
"2213",7,0.475346,0,"red pine"
"2214",5,0.475346,0,"red pine"
"2215",7,0.475346,0,"red pine"
"2216",9,0.475346,0,"red pine"
"2217",5,0.475346,0,"red pine"
"2218",11,0.475346,0,"red pine"
"2219",8,0.476106,0,"black spruce"
"2220",9,0.476106,0,"black spruce"
"2221",7,0.476106,1,"black spruce"
"2222",15,0.476106,0,"cedar"
"2223",29,0.476106,1,"paper birch"
"2224",8,0.476106,0,"red pine"
"2225",10,0.476106,0,"red pine"
"2226",9,0.476106,0,"red pine"
"2227",25,0.476351,1,"cedar"
"2228",13,0.476351,1,"jackpine"
"2229",26,0.476351,1,"paper birch"
"2230",30,0.476351,1,"paper birch"
"2231",16,0.476351,1,"paper birch"
"2232",30,0.477266,1,"cedar"
"2233",23,0.477266,1,"cedar"
"2234",35,0.477266,1,"cedar"
"2235",16,0.477266,1,"cedar"
"2236",17,0.477266,1,"paper birch"
"2237",5,0.478474,0,"black spruce"
"2238",10,0.478474,0,"black spruce"
"2239",30,0.479198,1,"paper birch"
"2240",10,0.480554,1,"black spruce"
"2241",20,0.480554,1,"cedar"
"2242",16,0.480554,1,"cedar"
"2243",20,0.480554,1,"cedar"
"2244",10,0.481444,0,"black spruce"
"2245",6,0.481444,0,"black spruce"
"2246",8,0.481444,0,"black spruce"
"2247",8,0.481444,0,"black spruce"
"2248",29,0.481444,1,"cedar"
"2249",13,0.481444,0,"cedar"
"2250",23,0.481444,0,"cedar"
"2251",8,0.481444,0,"cedar"
"2252",8,0.481444,0,"cedar"
"2253",8,0.481444,0,"cedar"
"2254",6,0.481444,0,"cedar"
"2255",5,0.481444,0,"cedar"
"2256",6,0.481444,0,"red pine"
"2257",5,0.481444,0,"red pine"
"2258",14,0.481949,1,"cedar"
"2259",30,0.481949,1,"paper birch"
"2260",31,0.481949,1,"paper birch"
"2261",30,0.482804,0,"red pine"
"2262",58,0.482804,1,"black ash"
"2263",35,0.483439,1,"black ash"
"2264",17,0.483664,1,"cedar"
"2265",18,0.483664,1,"cedar"
"2266",19,0.483664,1,"cedar"
"2267",9,0.483664,0,"red pine"
"2268",7,0.483664,0,"red maple"
"2269",17,0.485657,1,"cedar"
"2270",27,0.485657,0,"jackpine"
"2271",14,0.485725,1,"cedar"
"2272",19,0.485725,0,"cedar"
"2273",9,0.485725,1,"cedar"
"2274",10,0.485725,0,"cedar"
"2275",12,0.485725,0,"cedar"
"2276",33,0.485725,1,"paper birch"
"2277",16,0.485725,0,"red pine"
"2278",9,0.487986,1,"jackpine"
"2279",7,0.487986,0,"jackpine"
"2280",10,0.487986,0,"red pine"
"2281",12,0.487986,0,"red pine"
"2282",13,0.487986,0,"red pine"
"2283",6,0.487986,0,"red pine"
"2284",11,0.488089,1,"black spruce"
"2285",11,0.488089,1,"cedar"
"2286",10,0.488089,1,"cedar"
"2287",34,0.488089,1,"black ash"
"2288",41,0.488623,1,"aspen"
"2289",39,0.488623,1,"aspen"
"2290",18,0.488623,1,"black spruce"
"2291",16,0.488623,0,"red pine"
"2292",19.5,0.491077,1,"black spruce"
"2293",20,0.491077,1,"black spruce"
"2294",13.5,0.491077,1,"black spruce"
"2295",14,0.491077,1,"black spruce"
"2296",16,0.491077,0,"black spruce"
"2297",19.5,0.491077,1,"paper birch"
"2298",27,0.491077,1,"paper birch"
"2299",24,0.491077,1,"paper birch"
"2300",29,0.491077,1,"paper birch"
"2301",29,0.491077,1,"paper birch"
"2302",35,0.491077,1,"paper birch"
"2303",20.5,0.491077,1,"paper birch"
"2304",85,0.49147,0,"black ash"
"2305",13,0.491829,1,"cedar"
"2306",12,0.491829,1,"cedar"
"2307",9,0.491829,0,"cedar"
"2308",15,0.491829,1,"cedar"
"2309",17,0.491829,1,"cedar"
"2310",16,0.491829,0,"cedar"
"2311",12,0.491829,1,"cedar"
"2312",13,0.492516,1,"cedar"
"2313",13,0.492516,1,"cedar"
"2314",17,0.492516,1,"paper birch"
"2315",15,0.492516,1,"paper birch"
"2316",17,0.492516,1,"paper birch"
"2317",23,0.492516,1,"paper birch"
"2318",18,0.492516,1,"paper birch"
"2319",15,0.492516,1,"paper birch"
"2320",9,0.492516,1,"paper birch"
"2321",36,0.494013,1,"black ash"
"2322",8,0.4944,0,"cedar"
"2323",8,0.4944,1,"cedar"
"2324",7,0.4944,0,"cedar"
"2325",22,0.49469,0,"jackpine"
"2326",20,0.49469,0,"jackpine"
"2327",38,0.495455,1,"paper birch"
"2328",10,0.495455,1,"paper birch"
"2329",30,0.495455,1,"paper birch"
"2330",7,0.495455,0,"red pine"
"2331",11.5,0.497046,1,"cedar"
"2332",11.5,0.497046,0,"cedar"
"2333",9,0.500578,0,"black spruce"
"2334",9,0.500578,0,"paper birch"
"2335",8,0.500887,1,"black spruce"
"2336",6,0.500887,0,"black spruce"
"2337",15,0.500887,1,"cedar"
"2338",23,0.500887,0,"cedar"
"2339",17,0.500887,0,"cedar"
"2340",7,0.500887,1,"red pine"
"2341",6,0.501032,0,"black spruce"
"2342",7,0.501032,0,"black spruce"
"2343",12,0.501032,1,"black spruce"
"2344",7,0.501032,0,"cedar"
"2345",19,0.501032,1,"cedar"
"2346",20,0.501032,1,"cedar"
"2347",5,0.501032,0,"cedar"
"2348",7,0.501032,1,"cedar"
"2349",5,0.501032,0,"red pine"
"2350",5,0.501032,0,"red pine"
"2351",6,0.501032,0,"red pine"
"2352",13,0.50111,1,"paper birch"
"2353",16,0.50111,1,"paper birch"
"2354",24,0.50111,1,"paper birch"
"2355",29,0.50111,1,"paper birch"
"2356",15,0.50111,1,"paper birch"
"2357",16,0.50111,1,"paper birch"
"2358",19,0.50111,1,"paper birch"
"2359",13,0.502487,1,"black spruce"
"2360",15,0.502487,0,"cedar"
"2361",17,0.502934,1,"cedar"
"2362",31,0.502963,1,"paper birch"
"2363",10,0.503722,0,"aspen"
"2364",15,0.503722,0,"aspen"
"2365",14,0.503722,1,"black spruce"
"2366",8,0.503722,0,"red pine"
"2367",19,0.505867,0,"jackpine"
"2368",36,0.505867,0,"jackpine"
"2369",19,0.505867,0,"jackpine"
"2370",19,0.505867,1,"jackpine"
"2371",18,0.505867,0,"jackpine"
"2372",15,0.506657,1,"cedar"
"2373",10,0.506657,1,"red pine"
"2374",14,0.507574,1,"cedar"
"2375",11,0.507574,1,"cedar"
"2376",11,0.507574,1,"cedar"
"2377",15,0.507574,1,"cedar"
"2378",35,0.507574,1,"paper birch"
"2379",13,0.507574,0,"red pine"
"2380",12,0.507574,0,"red pine"
"2381",27,0.508017,1,"aspen"
"2382",22,0.508017,1,"cedar"
"2383",30,0.508017,1,"paper birch"
"2384",15,0.508017,1,"paper birch"
"2385",27,0.508017,1,"paper birch"
"2386",25,0.508017,1,"paper birch"
"2387",45,0.508672,1,"aspen"
"2388",49,0.508672,1,"aspen"
"2389",17,0.508672,0,"black spruce"
"2390",12,0.508672,1,"black spruce"
"2391",14,0.508672,1,"cedar"
"2392",12,0.508672,0,"red pine"
"2393",13,0.508672,0,"red pine"
"2394",18,0.508672,1,"red pine"
"2395",37,0.511376,0,"aspen"
"2396",9,0.511376,0,"black spruce"
"2397",5,0.511376,0,"black spruce"
"2398",10,0.512248,1,"black spruce"
"2399",8,0.512248,0,"cedar"
"2400",7,0.512248,0,"cedar"
"2401",7,0.512248,1,"cedar"
"2402",17,0.512248,1,"cedar"
"2403",18,0.512248,1,"cedar"
"2404",15,0.512248,1,"cedar"
"2405",15,0.512248,1,"cedar"
"2406",22,0.512248,1,"cedar"
"2407",9,0.512248,0,"jackpine"
"2408",9,0.512248,0,"red pine"
"2409",30,0.512713,0,"aspen"
"2410",20,0.512713,1,"cedar"
"2411",24,0.514915,1,"cedar"
"2412",14,0.514915,1,"cedar"
"2413",10,0.514915,1,"cedar"
"2414",12,0.514915,0,"red pine"
"2415",10,0.514915,1,"red pine"
"2416",12,0.514915,1,"red pine"
"2417",25,0.51581,1,"aspen"
"2418",14,0.51581,1,"aspen"
"2419",10,0.51581,1,"black spruce"
"2420",12,0.51581,0,"cedar"
"2421",14,0.51581,0,"cedar"
"2422",20,0.51581,1,"paper birch"
"2423",21,0.51581,1,"paper birch"
"2424",8,0.51581,0,"red pine"
"2425",22,0.51676,1,"aspen"
"2426",15,0.51676,1,"cedar"
"2427",24,0.51676,1,"paper birch"
"2428",11,0.51676,1,"paper birch"
"2429",24,0.51676,1,"paper birch"
"2430",23,0.51676,1,"paper birch"
"2431",32,0.517177,1,"paper birch"
"2432",41,0.517177,1,"paper birch"
"2433",10,0.517381,1,"cedar"
"2434",5,0.517381,0,"cedar"
"2435",12,0.520945,0,"cedar"
"2436",12,0.520945,0,"red pine"
"2437",25,0.52243,1,"aspen"
"2438",16,0.522453,1,"black spruce"
"2439",18,0.522453,1,"cedar"
"2440",27,0.522453,1,"cedar"
"2441",12,0.522453,1,"cedar"
"2442",25,0.522453,1,"paper birch"
"2443",22,0.522453,1,"paper birch"
"2444",22,0.522453,1,"paper birch"
"2445",7,0.522657,0,"black spruce"
"2446",9,0.522657,1,"cedar"
"2447",11,0.522657,1,"cedar"
"2448",17,0.522657,1,"paper birch"
"2449",5,0.522657,0,"red pine"
"2450",18,0.52337,1,"cedar"
"2451",13,0.52337,1,"paper birch"
"2452",25,0.52337,1,"paper birch"
"2453",29,0.52337,1,"paper birch"
"2454",10,0.52337,0,"red pine"
"2455",13,0.52337,1,"red pine"
"2456",9,0.52337,0,"red pine"
"2457",15,0.52337,0,"red pine"
"2458",12,0.525126,1,"black spruce"
"2459",16,0.525126,1,"cedar"
"2460",20,0.525126,1,"cedar"
"2461",22,0.525126,1,"paper birch"
"2462",26,0.525126,0,"paper birch"
"2463",32,0.525126,1,"paper birch"
"2464",26,0.525126,1,"paper birch"
"2465",22,0.528696,1,"paper birch"
"2466",22,0.528696,1,"paper birch"
"2467",19,0.528696,1,"paper birch"
"2468",26.5,0.528696,1,"paper birch"
"2469",8,0.529768,0,"jackpine"
"2470",13,0.529768,0,"jackpine"
"2471",15,0.529768,1,"jackpine"
"2472",29,0.529768,1,"paper birch"
"2473",11,0.531934,1,"cedar"
"2474",8,0.531934,1,"cedar"
"2475",8,0.531934,1,"cedar"
"2476",5,0.531934,0,"cedar"
"2477",9,0.531934,0,"cedar"
"2478",9,0.531934,0,"cedar"
"2479",33,0.531934,1,"paper birch"
"2480",30,0.53267,1,"aspen"
"2481",31,0.53267,1,"aspen"
"2482",23,0.53267,1,"aspen"
"2483",31,0.533063,1,"aspen"
"2484",24,0.533063,1,"aspen"
"2485",17,0.533063,1,"black spruce"
"2486",30,0.533063,1,"paper birch"
"2487",35,0.533063,1,"paper birch"
"2488",7,0.534748,0,"black spruce"
"2489",5,0.534748,0,"black spruce"
"2490",5,0.534748,0,"black spruce"
"2491",5,0.534748,0,"black spruce"
"2492",12,0.535041,1,"cedar"
"2493",13,0.535041,1,"cedar"
"2494",12,0.535041,0,"cedar"
"2495",29,0.535041,0,"paper birch"
"2496",16,0.535041,0,"red pine"
"2497",35,0.536359,0,"aspen"
"2498",6,0.536359,0,"black spruce"
"2499",6,0.536359,0,"black spruce"
"2500",7,0.536359,0,"black spruce"
"2501",6,0.536359,0,"black spruce"
"2502",35,0.537142,1,"red pine"
"2503",21,0.542241,1,"cedar"
"2504",32,0.542241,1,"paper birch"
"2505",40,0.543074,1,"black ash"
"2506",9.5,0.545287,0,"black spruce"
"2507",32.5,0.545287,1,"paper birch"
"2508",36,0.54559,1,"aspen"
"2509",18,0.54559,0,"cedar"
"2510",13.5,0.54559,0,"cedar"
"2511",18,0.54559,1,"red maple"
"2512",20,0.54559,0,"red maple"
"2513",21.5,0.54559,0,"red maple"
"2514",22,0.54559,1,"red maple"
"2515",17,0.547608,1,"cedar"
"2516",19,0.547608,0,"jackpine"
"2517",16,0.547608,1,"red pine"
"2518",18,0.548117,0,"aspen"
"2519",6,0.548117,0,"balsam fir"
"2520",9,0.548117,0,"balsam fir"
"2521",15,0.548117,0,"balsam fir"
"2522",17,0.548117,0,"balsam fir"
"2523",11.5,0.548117,0,"balsam fir"
"2524",11,0.548117,0,"balsam fir"
"2525",15,0.548117,0,"balsam fir"
"2526",7,0.548117,0,"balsam fir"
"2527",10,0.548117,0,"balsam fir"
"2528",6,0.548117,0,"balsam fir"
"2529",20,0.548117,0,"black spruce"
"2530",19,0.550695,1,"cedar"
"2531",10,0.550695,1,"cedar"
"2532",18.5,0.550695,1,"cedar"
"2533",13,0.550695,1,"cedar"
"2534",17,0.550695,1,"paper birch"
"2535",23,0.550695,1,"paper birch"
"2536",25,0.550695,1,"paper birch"
"2537",26,0.550695,1,"paper birch"
"2538",16,0.551895,1,"aspen"
"2539",17,0.551895,1,"aspen"
"2540",25,0.551895,1,"aspen"
"2541",18,0.551895,1,"aspen"
"2542",22,0.551895,1,"aspen"
"2543",20,0.551895,1,"aspen"
"2544",13,0.551895,1,"black spruce"
"2545",13,0.553382,1,"aspen"
"2546",20,0.553382,1,"aspen"
"2547",21,0.553382,0,"aspen"
"2548",22,0.553382,0,"aspen"
"2549",8,0.553382,0,"black spruce"
"2550",13,0.553382,1,"cedar"
"2551",6,0.553382,0,"cedar"
"2552",19,0.553382,1,"cedar"
"2553",11,0.553382,0,"cedar"
"2554",14,0.553382,0,"cedar"
"2555",29,0.553382,1,"paper birch"
"2556",16,0.553677,1,"cedar"
"2557",13,0.553677,1,"cedar"
"2558",18,0.553677,1,"cedar"
"2559",18,0.553677,1,"cedar"
"2560",13,0.553677,0,"cedar"
"2561",15,0.553677,1,"cedar"
"2562",28,0.553944,1,"black spruce"
"2563",24,0.553944,1,"paper birch"
"2564",5,0.55502,0,"black spruce"
"2565",5,0.55502,0,"black spruce"
"2566",6,0.556445,0,"cedar"
"2567",13,0.556445,0,"jackpine"
"2568",12,0.556445,0,"jackpine"
"2569",12,0.556445,0,"red maple"
"2570",47,0.558492,0,"aspen"
"2571",39,0.558492,1,"aspen"
"2572",36,0.558492,1,"aspen"
"2573",40,0.558492,1,"aspen"
"2574",17,0.558492,1,"black spruce"
"2575",24,0.558492,1,"black spruce"
"2576",18,0.558492,0,"cedar"
"2577",14,0.558492,0,"cedar"
"2578",12,0.558492,0,"jackpine"
"2579",28,0.55892,1,"aspen"
"2580",33,0.55892,0,"aspen"
"2581",32,0.55892,0,"aspen"
"2582",7,0.55892,0,"cedar"
"2583",7,0.55892,1,"cedar"
"2584",9,0.55892,1,"cedar"
"2585",16,0.55892,1,"cedar"
"2586",9,0.55892,1,"cedar"
"2587",8,0.55892,1,"cedar"
"2588",11,0.55892,0,"red pine"
"2589",6,0.55892,0,"red maple"
"2590",7,0.560545,0,"black spruce"
"2591",9,0.560545,0,"black spruce"
"2592",8,0.560545,0,"black spruce"
"2593",8,0.560545,0,"black spruce"
"2594",9,0.560545,0,"black spruce"
"2595",10,0.560545,0,"black spruce"
"2596",6,0.560545,0,"black spruce"
"2597",5,0.560545,0,"black spruce"
"2598",6,0.560545,0,"black spruce"
"2599",5,0.560545,0,"black spruce"
"2600",7,0.560545,0,"black spruce"
"2601",5,0.560545,0,"black spruce"
"2602",5,0.560623,0,"aspen"
"2603",8,0.560623,1,"black spruce"
"2604",18,0.560623,1,"cedar"
"2605",22,0.560623,1,"cedar"
"2606",8,0.561061,0,"cedar"
"2607",11,0.561061,1,"cedar"
"2608",14,0.561061,0,"cedar"
"2609",7,0.561061,1,"cedar"
"2610",7,0.561061,0,"cedar"
"2611",6,0.561061,0,"cedar"
"2612",5,0.561061,0,"cedar"
"2613",19,0.561061,1,"paper birch"
"2614",30,0.561061,1,"paper birch"
"2615",36,0.561226,1,"aspen"
"2616",13,0.561226,1,"black spruce"
"2617",25,0.561226,1,"paper birch"
"2618",17,0.561226,0,"red pine"
"2619",19,0.562645,1,"cedar"
"2620",16.5,0.562645,1,"cedar"
"2621",14,0.562645,1,"cedar"
"2622",16,0.562645,0,"red pine"
"2623",17,0.562645,1,"red pine"
"2624",18,0.562645,0,"red pine"
"2625",14.5,0.562645,0,"red pine"
"2626",15,0.562645,0,"red pine"
"2627",32,0.563695,1,"aspen"
"2628",30,0.563695,0,"aspen"
"2629",31,0.563695,1,"aspen"
"2630",24,0.563695,0,"aspen"
"2631",30,0.563695,1,"cedar"
"2632",21,0.563695,1,"cedar"
"2633",8,0.563695,0,"red pine"
"2634",5,0.563695,0,"red maple"
"2635",28,0.565152,1,"black spruce"
"2636",10,0.565749,0,"cedar"
"2637",8,0.565749,1,"cedar"
"2638",9,0.565749,1,"cedar"
"2639",20,0.565749,1,"paper birch"
"2640",18,0.565749,1,"paper birch"
"2641",13,0.565749,1,"paper birch"
"2642",23,0.565749,1,"paper birch"
"2643",17,0.565749,1,"paper birch"
"2644",12,0.565749,1,"paper birch"
"2645",21,0.568783,1,"cedar"
"2646",9,0.569819,0,"jackpine"
"2647",6,0.569819,0,"red pine"
"2648",10,0.569877,0,"cedar"
"2649",9,0.569877,1,"cedar"
"2650",9,0.569877,0,"cedar"
"2651",9,0.569877,0,"cedar"
"2652",9,0.569877,1,"cedar"
"2653",9,0.569877,0,"red pine"
"2654",10,0.569877,0,"red pine"
"2655",32,0.570761,1,"paper birch"
"2656",17,0.57151,0,"aspen"
"2657",9,0.57151,0,"cedar"
"2658",10,0.57151,1,"cedar"
"2659",14,0.57151,0,"cedar"
"2660",17,0.57151,0,"cedar"
"2661",19,0.57151,1,"cedar"
"2662",7,0.57151,0,"cedar"
"2663",8,0.57151,0,"cedar"
"2664",7,0.57151,0,"cedar"
"2665",16,0.57151,0,"cedar"
"2666",7,0.57151,0,"red pine"
"2667",10,0.572518,1,"cedar"
"2668",9,0.572518,0,"jackpine"
"2669",10,0.572518,1,"jackpine"
"2670",13,0.572518,0,"jackpine"
"2671",13,0.572518,0,"jackpine"
"2672",30,0.572518,1,"paper birch"
"2673",23,0.572518,1,"paper birch"
"2674",9,0.572518,0,"red pine"
"2675",12,0.57293,1,"cedar"
"2676",19,0.57293,1,"cedar"
"2677",21,0.57293,1,"cedar"
"2678",17,0.57293,0,"cedar"
"2679",18,0.57293,0,"cedar"
"2680",46,0.572981,0,"aspen"
"2681",31,0.572981,1,"paper birch"
"2682",29,0.572981,1,"paper birch"
"2683",28.5,0.572981,0,"paper birch"
"2684",19,0.576556,1,"cedar"
"2685",27,0.577141,1,"aspen"
"2686",34,0.577141,1,"aspen"
"2687",28,0.577141,1,"aspen"
"2688",18,0.577141,1,"cedar"
"2689",14,0.577141,1,"cedar"
"2690",13,0.577141,0,"red pine"
"2691",33,0.57891,1,"paper birch"
"2692",15,0.57891,1,"red pine"
"2693",20,0.57891,1,"red pine"
"2694",27,0.579711,1,"aspen"
"2695",11.5,0.579711,1,"black spruce"
"2696",11.5,0.579711,1,"black spruce"
"2697",25,0.579711,1,"cedar"
"2698",14,0.579711,1,"cedar"
"2699",13.5,0.579711,1,"red pine"
"2700",14,0.579787,0,"aspen"
"2701",6,0.579787,0,"black spruce"
"2702",5,0.579787,0,"black spruce"
"2703",16,0.581165,1,"paper birch"
"2704",19,0.581165,1,"paper birch"
"2705",14,0.581165,1,"paper birch"
"2706",12,0.581165,0,"red pine"
"2707",17,0.581165,0,"red pine"
"2708",7,0.581165,0,"red pine"
"2709",6,0.581735,1,"black spruce"
"2710",18,0.581735,1,"paper birch"
"2711",20,0.581735,1,"paper birch"
"2712",19,0.581735,0,"paper birch"
"2713",22,0.581735,1,"paper birch"
"2714",23,0.581735,1,"paper birch"
"2715",14,0.581735,1,"paper birch"
"2716",12,0.581735,1,"paper birch"
"2717",12,0.582118,1,"black spruce"
"2718",11,0.582118,1,"black spruce"
"2719",25,0.582118,1,"cedar"
"2720",19,0.582118,0,"jackpine"
"2721",15,0.582118,1,"jackpine"
"2722",35,0.582118,1,"paper birch"
"2723",15,0.587466,1,"black spruce"
"2724",11,0.587466,1,"cedar"
"2725",10,0.587466,1,"cedar"
"2726",6,0.587466,0,"cedar"
"2727",16,0.587466,0,"red pine"
"2728",14,0.587466,0,"red pine"
"2729",10,0.587743,0,"cedar"
"2730",18,0.587743,1,"cedar"
"2731",17,0.587743,1,"cedar"
"2732",12,0.587743,1,"cedar"
"2733",17,0.587743,1,"cedar"
"2734",11,0.587743,0,"jackpine"
"2735",21,0.587743,1,"jackpine"
"2736",16,0.587743,0,"jackpine"
"2737",12,0.587743,0,"jackpine"
"2738",11,0.587743,0,"jackpine"
"2739",42,0.589385,1,"jackpine"
"2740",13,0.589385,1,"jackpine"
"2741",15,0.589385,1,"jackpine"
"2742",15,0.589385,1,"jackpine"
"2743",15,0.589385,0,"jackpine"
"2744",30,0.589385,0,"jackpine"
"2745",10,0.589385,0,"jackpine"
"2746",15,0.589385,0,"jackpine"
"2747",10,0.589385,0,"red pine"
"2748",14,0.589396,1,"cedar"
"2749",44,0.589396,1,"paper birch"
"2750",28,0.589396,1,"paper birch"
"2751",12,0.590572,1,"cedar"
"2752",20,0.590572,1,"jackpine"
"2753",18,0.590572,1,"jackpine"
"2754",15,0.590572,0,"jackpine"
"2755",8,0.590572,0,"jackpine"
"2756",9,0.590572,0,"jackpine"
"2757",9,0.592865,0,"black spruce"
"2758",29,0.592865,1,"cedar"
"2759",19,0.593677,1,"black spruce"
"2760",26,0.593677,1,"cedar"
"2761",10,0.593677,1,"cedar"
"2762",14,0.593677,1,"cedar"
"2763",8,0.593677,0,"cedar"
"2764",27,0.593677,1,"cedar"
"2765",25,0.595877,0,"aspen"
"2766",18,0.595877,0,"aspen"
"2767",17,0.595877,1,"paper birch"
"2768",7,0.596479,0,"cedar"
"2769",9.5,0.596479,0,"cedar"
"2770",23,0.597139,1,"aspen"
"2771",28.5,0.597139,1,"aspen"
"2772",11,0.597139,1,"cedar"
"2773",35,0.597139,1,"paper birch"
"2774",11,0.599994,1,"black spruce"
"2775",16,0.599994,1,"cedar"
"2776",18,0.599994,0,"cedar"
"2777",31,0.600083,1,"aspen"
"2778",13,0.600083,0,"cedar"
"2779",20,0.600083,1,"cedar"
"2780",27,0.600083,1,"paper birch"
"2781",28,0.600083,1,"paper birch"
"2782",28,0.60074,1,"aspen"
"2783",24,0.60074,0,"aspen"
"2784",17,0.60074,1,"cedar"
"2785",10,0.60074,1,"red pine"
"2786",25,0.602041,1,"paper birch"
"2787",38,0.602041,1,"paper birch"
"2788",34,0.60234,1,"black ash"
"2789",19,0.602461,1,"cedar"
"2790",15,0.602461,1,"cedar"
"2791",15,0.602461,0,"red pine"
"2792",16,0.602545,1,"black spruce"
"2793",15,0.602545,0,"cedar"
"2794",12,0.602545,1,"cedar"
"2795",16,0.602545,1,"cedar"
"2796",25,0.602545,0,"red pine"
"2797",17,0.602545,0,"red pine"
"2798",27,0.602545,0,"red pine"
"2799",20,0.602545,0,"red pine"
"2800",14,0.602837,1,"black spruce"
"2801",10,0.602837,1,"cedar"
"2802",5,0.602837,0,"red pine"
"2803",5,0.602837,0,"red pine"
"2804",5,0.602837,0,"red pine"
"2805",20,0.6045,1,"aspen"
"2806",23,0.6045,1,"aspen"
"2807",28,0.6045,1,"aspen"
"2808",19,0.6045,1,"aspen"
"2809",11,0.6045,1,"black spruce"
"2810",11,0.6045,0,"red pine"
"2811",22,0.60646,1,"black spruce"
"2812",24,0.60646,1,"paper birch"
"2813",34,0.60646,1,"paper birch"
"2814",32,0.60646,1,"paper birch"
"2815",34,0.607187,1,"aspen"
"2816",20,0.607187,1,"aspen"
"2817",30,0.607187,1,"aspen"
"2818",37,0.607187,1,"aspen"
"2819",23,0.607187,1,"cedar"
"2820",16,0.607187,1,"cedar"
"2821",26,0.607187,1,"cedar"
"2822",11,0.609595,1,"black spruce"
"2823",15,0.609595,1,"cedar"
"2824",11,0.609595,0,"jackpine"
"2825",24,0.609595,1,"jackpine"
"2826",10,0.609595,0,"jackpine"
"2827",18,0.609595,0,"red pine"
"2828",12,0.609595,1,"red pine"
"2829",13,0.609595,1,"red pine"
"2830",20,0.609595,1,"red pine"
"2831",15,0.612655,1,"black spruce"
"2832",30,0.612655,1,"red pine"
"2833",48,0.612655,1,"black ash"
"2834",5,0.612902,0,"red pine"
"2835",12,0.616147,1,"cedar"
"2836",28,0.616147,1,"paper birch"
"2837",23,0.616147,1,"paper birch"
"2838",22,0.616147,1,"paper birch"
"2839",24,0.616147,1,"paper birch"
"2840",28,0.620277,1,"paper birch"
"2841",12,0.620277,1,"red pine"
"2842",36,0.621896,1,"aspen"
"2843",42,0.621896,0,"aspen"
"2844",11,0.621896,0,"red maple"
"2845",14,0.621896,0,"red maple"
"2846",12,0.621896,0,"red maple"
"2847",18,0.622534,1,"aspen"
"2848",32,0.622534,1,"aspen"
"2849",6,0.625261,1,"black spruce"
"2850",6,0.625261,0,"black spruce"
"2851",6,0.625261,0,"black spruce"
"2852",17,0.625261,0,"cedar"
"2853",26,0.625261,1,"paper birch"
"2854",33,0.625833,1,"aspen"
"2855",30,0.625833,0,"aspen"
"2856",8,0.625833,1,"black spruce"
"2857",14,0.625833,0,"red pine"
"2858",13,0.625833,0,"red pine"
"2859",10,0.625833,0,"red pine"
"2860",6,0.625901,0,"black spruce"
"2861",6,0.625901,0,"black spruce"
"2862",9,0.625901,0,"black spruce"
"2863",14,0.625901,1,"cedar"
"2864",6,0.625901,0,"cedar"
"2865",9,0.625901,0,"cedar"
"2866",13,0.625901,1,"paper birch"
"2867",16,0.625901,1,"paper birch"
"2868",15,0.628146,1,"cedar"
"2869",14,0.628146,1,"cedar"
"2870",14,0.628146,0,"cedar"
"2871",13,0.628146,1,"cedar"
"2872",11,0.628146,1,"cedar"
"2873",11,0.628146,1,"cedar"
"2874",15,0.628146,1,"cedar"
"2875",17,0.628146,1,"cedar"
"2876",13,0.628146,1,"cedar"
"2877",12,0.628146,1,"cedar"
"2878",19,0.628146,1,"cedar"
"2879",30.5,0.629798,1,"aspen"
"2880",24,0.630629,1,"aspen"
"2881",25,0.630629,1,"aspen"
"2882",25,0.630629,1,"aspen"
"2883",15,0.630629,1,"aspen"
"2884",22,0.630629,1,"aspen"
"2885",22,0.630629,1,"aspen"
"2886",29,0.630629,1,"aspen"
"2887",25.5,0.630629,1,"aspen"
"2888",21,0.630629,1,"aspen"
"2889",25,0.63175,1,"black spruce"
"2890",39,0.63175,0,"paper birch"
"2891",11,0.633624,1,"black spruce"
"2892",9,0.633624,1,"black spruce"
"2893",14,0.633624,1,"black spruce"
"2894",33,0.633624,1,"paper birch"
"2895",14,0.633624,0,"red pine"
"2896",20,0.635049,0,"cedar"
"2897",18,0.635049,1,"cedar"
"2898",24,0.635049,1,"paper birch"
